Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
LOGQ,rf0060,7.34120,7.18276,7.48523,7.05313,7.61486,Y,Y,N,N,0.00000,0.00000,N,N,1,60
LOGZ,rf0060,7.76883,7.61061,7.90728,7.49193,8.44790,Y,Y,N,N,0.00800,0.00000,N,N,2,47
LOGQ,rf0061,7.32679,7.12515,7.51404,6.95231,7.68688,Y,Y,N,N,0.00000,0.00000,N,N,1,59
LOGZ,rf0061,8.22374,7.72268,8.40834,7.51831,8.65887,Y,Y,N,N,0.00478,0.00000,N,N,2,116
LOGQ,rf0062,7.05313,6.96671,7.16836,6.88029,7.26918,Y,Y,N,N,0.00000,0.00000,N,N,1,40
LOGZ,rf0062,8.44790,8.30285,8.58635,8.22374,8.69842,Y,Y,N,N,0.00001,0.00000,N,N,3,150
LOGQ,rf0064,7.83091,7.62926,7.94614,7.45642,8.06136,Y,Y,N,N,0.00000,0.00000,N,N,1,94
LOGZ,rf0064,7.51171,7.49193,7.70950,-inf,8.34900,Y,Y,N,N,0.05145,0.00000,N,N,2,8
LOGQ,rf0065,7.39881,7.24037,7.54284,7.11074,7.67247,Y,Y,N,N,0.00000,0.00000,N,N,1,64
LOGZ,rf0065,7.68313,7.54468,7.80180,7.47216,8.38197,Y,Y,N,N,0.01992,0.00000,N,N,2,34
LOGQ,rf0068,7.93173,7.67247,8.06136,7.42762,8.19099,Y,Y,N,N,0.00000,0.00000,N,N,1,101
LOGZ,rf0068,7.95343,7.77543,8.19078,7.56446,8.46108,Y,Y,N,N,0.00195,0.00000,N,N,2,75
LOGQ,rf0071,7.22597,6.96671,7.41321,6.79387,7.61486,Y,Y,N,N,0.00000,0.00000,N,N,1,52
LOGZ,rf0071,8.76435,8.48745,8.92917,8.15781,9.01488,Y,Y,N,N,0.00000,0.00235,N,N,4,198
LOGQ,rf0072,8.39264,8.23420,8.49346,8.09017,8.60869,Y,Y,N,N,0.00000,0.00000,N,N,1,133
LOGZ,rf0072,7.47875,7.47216,7.58423,-inf,7.72928,Y,Y,N,N,0.12175,0.00000,N,N,2,3
LOGQ,rf0073,7.81651,7.64367,7.91733,7.48523,8.01815,Y,Y,N,N,0.00000,0.00000,N,N,1,93
LOGZ,rf0073,8.36219,7.65016,8.38856,7.53149,8.49405,Y,Y,N,N,0.00294,0.00000,N,N,2,137
LOGQ,rf0074,7.05313,6.95231,7.26918,6.83708,7.48523,Y,Y,N,N,0.00000,0.00000,N,N,1,40
LOGZ,rf0074,8.52701,8.30285,8.71161,8.19078,8.85006,Y,Y,N,N,0.00001,0.00006,N,N,3,162
LOGQ,rf0076,7.54284,7.34120,7.71568,7.16836,7.88852,Y,Y,N,N,0.00000,0.00000,N,N,1,74
LOGZ,rf0076,7.80180,7.64357,8.24352,7.50512,8.48745,Y,Y,N,N,0.00542,0.00000,N,N,2,52
LOGQ,rf0077,7.51404,7.34120,7.64367,7.16836,7.75889,Y,Y,N,N,0.00000,0.00000,N,N,1,72
LOGZ,rf0077,7.84135,7.72268,8.32922,7.56446,8.54679,Y,Y,N,N,0.00176,0.00000,N,N,2,58
LOGQ,rf0079,7.34120,7.15395,7.64367,6.98112,7.84531,Y,Y,N,N,0.00000,0.00000,N,N,1,60
LOGZ,rf0079,7.88091,7.70950,8.23693,7.52490,8.54679,Y,Y,N,N,0.00384,0.00000,N,N,2,64
LOGQ,rf0083,7.65807,7.41321,7.81651,7.21157,7.96054,Y,Y,N,N,0.00000,0.00000,N,N,1,82
LOGZ,rf0083,7.90069,7.72268,8.21055,7.54468,8.48086,Y,Y,N,N,0.00286,0.00000,N,N,2,67
LOGQ,rf0084,7.39881,7.21157,7.58605,7.03873,7.75889,Y,Y,N,N,0.00000,0.00000,N,N,1,64
LOGZ,rf0084,8.15122,7.87432,8.25670,7.69631,8.66546,Y,Y,N,N,0.00045,0.00000,N,N,2,105
LOGQ,rf0092,7.24037,6.95231,7.47083,6.75066,7.68688,Y,Y,N,N,0.00000,0.00000,N,N,1,53
LOGZ,rf0092,9.00169,8.40175,8.99510,8.09848,9.04784,N,Y,N,N,0.00000,0.02190,N,N,4,234
LOGQ,rf0098,6.98112,6.82268,7.16836,6.67865,7.31239,Y,Y,N,N,0.00020,0.00000,N,N,1,35
LOGZ,rf0098,8.13803,8.01277,8.57975,7.84795,8.86324,Y,Y,N,N,0.00012,0.00000,N,N,3,103
LOGQ,rf0099,7.38441,7.21157,7.52844,7.06753,7.65807,Y,Y,N,N,0.00000,0.00000,N,N,1,63
LOGZ,rf0099,7.80839,7.65676,8.26330,7.51831,8.50064,Y,Y,N,N,0.00439,0.00000,N,N,2,53
LOGQ,rf0102,7.78770,7.49963,7.93173,7.24037,8.09017,Y,Y,N,N,0.00000,0.00000,N,N,1,91
LOGZ,rf0102,7.97980,7.85454,8.18418,7.65016,8.48086,Y,Y,N,N,0.00073,0.00000,N,N,2,79
LOGQ,rf0104,7.75889,7.52844,7.91733,7.32679,8.09017,Y,Y,N,N,0.00000,0.00000,N,N,1,89
LOGZ,rf0104,7.66994,7.55127,7.94684,7.47216,8.43471,Y,Y,N,N,0.01768,0.00000,N,N,2,32
LOGQ,rf0106,7.00992,6.90910,7.26918,6.82268,7.51404,Y,Y,N,N,0.00000,0.00000,N,N,1,37
LOGZ,rf0106,7.45897,7.49853,8.26989,-inf,8.51382,N,Y,Y,N,0.05311,0.00000,N,N,2,0
LOGQ,rf0107,7.64367,7.47083,7.78770,7.31239,7.91733,Y,Y,N,N,0.00000,0.00000,N,N,1,81
LOGZ,rf0107,7.66335,7.54468,7.82158,7.47216,8.40834,Y,Y,N,N,0.01909,0.00000,N,N,2,31
LOGQ,rf0108,7.75889,7.55725,7.87412,7.38441,7.98935,Y,Y,N,N,0.00000,0.00000,N,N,1,89
LOGZ,rf0108,7.59083,7.52490,7.78861,7.46556,8.39515,Y,Y,N,N,0.02745,0.00000,N,N,2,20
LOGQ,rf0109,7.28358,7.12515,7.42762,6.98112,7.57165,Y,Y,N,N,0.00000,0.00000,N,N,1,56
LOGZ,rf0109,8.19737,7.89410,8.48086,7.70950,8.72480,Y,Y,N,N,0.00041,0.00000,N,N,3,112
LOGQ,rf0110,7.90293,7.49963,8.09017,7.25478,8.29181,Y,Y,N,N,0.00000,0.00000,N,N,1,99
LOGZ,rf0110,7.82158,7.59083,8.20396,7.47875,8.46767,Y,Y,N,N,0.01291,0.00000,N,N,2,55
LOGQ,rf0111,7.58605,7.39881,7.73009,7.21157,7.87412,Y,Y,N,N,0.00000,0.00000,N,N,1,77
LOGZ,rf0111,8.18418,7.90069,8.46108,7.74246,8.72480,Y,Y,N,N,0.00023,0.00000,N,N,3,110
LOGQ,rf0117,7.09634,7.02433,7.21157,6.93791,7.32679,Y,Y,N,N,0.00000,0.00000,N,N,1,43
LOGZ,rf0117,7.45897,7.47875,7.63698,-inf,7.74246,N,Y,Y,N,0.08912,0.00000,N,N,2,0
LOGQ,rf0118,7.75889,7.51404,7.88852,7.28358,8.03256,Y,Y,N,N,0.00000,0.00000,N,N,1,89
LOGZ,rf0118,7.94684,7.77543,8.17100,7.56446,8.42152,Y,Y,N,N,0.00206,0.00000,N,N,2,74
LOGQ,rf0119,7.42762,7.24037,7.68688,7.06753,7.88852,Y,Y,N,N,0.00000,0.00000,N,N,1,66
LOGZ,rf0119,7.84135,7.66335,8.19078,7.51171,8.47427,Y,Y,N,N,0.00527,0.00000,N,N,2,58
LOGQ,rf0120,7.93173,7.65807,8.06136,7.37000,8.19099,Y,Y,N,N,0.00000,0.00000,N,N,1,101
LOGZ,rf0120,7.98640,7.60401,8.15122,7.47875,8.44790,Y,Y,N,N,0.01575,0.00000,N,N,3,80
LOGQ,rf0122,7.81651,7.58605,7.96054,7.37000,8.10457,Y,Y,N,N,0.00000,0.00000,N,N,1,93
LOGZ,rf0122,7.78861,7.58423,8.18418,7.47875,8.44130,Y,Y,N,N,0.01343,0.00000,N,N,2,50
LOGQ,rf0125,7.13955,6.95231,7.29799,6.80828,7.48523,Y,Y,N,N,0.00000,0.00000,N,N,1,46
LOGZ,rf0125,8.13803,8.11166,8.75117,7.92706,8.90280,Y,Y,N,N,0.00005,0.00000,N,N,3,103
LOGQ,rf0126,7.22597,6.95231,7.51404,6.75066,7.77330,Y,Y,N,N,0.00005,0.00000,N,N,1,52
LOGZ,rf0126,8.08529,8.08529,8.98192,7.98640,9.04784,Y,Y,N,N,0.00003,0.02377,N,N,3,95
LOGQ,rf0128,7.21157,7.06753,7.42762,6.92350,7.61486,Y,Y,N,N,0.00000,0.00000,N,N,1,51
LOGZ,rf0128,7.84135,7.69631,8.31604,7.52490,8.58635,Y,Y,N,N,0.00415,0.00000,N,N,2,58
LOGQ,rf0129,7.18276,7.03873,7.34120,6.89470,7.47083,Y,Y,N,N,0.00000,0.00000,N,N,1,49
LOGZ,rf0129,7.89410,7.78202,8.32922,7.59742,8.63250,Y,Y,N,N,0.00141,0.00000,N,N,2,66
LOGQ,rf0132,7.09634,7.02433,7.21157,6.93791,7.29799,Y,Y,N,N,0.00000,0.00000,N,N,1,43
LOGZ,rf0132,8.40834,8.30945,8.54679,8.23693,8.65887,Y,Y,N,N,0.00002,0.00000,N,N,2,144
LOGQ,rf0134,7.35560,7.15395,7.49963,6.96671,7.64367,Y,Y,N,N,0.00000,0.00000,N,N,1,61
LOGZ,rf0134,8.13144,7.95343,8.27648,7.80180,8.77095,Y,Y,N,N,0.00017,0.00000,N,N,3,102
LOGQ,rf0141,7.88852,7.65807,8.01815,7.44202,8.14778,Y,Y,N,N,0.00000,0.00000,N,N,1,98
LOGZ,rf0141,7.92047,7.71609,8.19078,7.52490,8.45449,Y,Y,N,N,0.00399,0.00000,N,N,2,70
LOGQ,rf0143,7.25478,7.11074,7.41321,6.96671,7.55725,Y,Y,N,N,0.00000,0.00000,N,N,1,54
LOGZ,rf0143,7.84135,7.72268,8.36219,7.55127,8.59294,Y,Y,N,N,0.00256,0.00000,N,N,2,58
LOGQ,rf0145,7.11074,7.00992,7.26918,6.90910,7.42762,Y,Y,N,N,0.00000,0.00000,N,N,1,44
LOGZ,rf0145,8.30285,8.26330,8.59953,8.14463,8.74457,Y,Y,N,N,0.00011,0.00000,N,N,3,128
LOGQ,rf0147,7.13955,6.98112,7.37000,6.83708,7.57165,Y,Y,N,N,0.00000,0.00000,N,N,1,46
LOGZ,rf0147,8.75776,8.43471,8.83028,8.21715,8.96214,Y,Y,N,N,0.00000,0.00067,N,N,3,197
LOGQ,rf0150,7.13955,6.90910,7.29799,6.75066,7.52844,Y,Y,N,N,0.00003,0.00000,N,N,1,46
LOGZ,rf0150,8.11825,8.08529,8.81050,7.94684,8.97532,Y,Y,N,N,0.00005,0.00034,N,N,4,100
LOGQ,rf0154,7.84531,7.65807,7.96054,7.47083,8.09017,Y,Y,N,N,0.00000,0.00000,N,N,1,95
LOGZ,rf0154,7.86773,7.76883,8.34900,7.63038,8.55997,Y,Y,N,N,0.00044,0.00000,N,N,2,62
LOGQ,rf0155,7.25478,7.06753,7.47083,6.89470,7.67247,Y,Y,N,N,0.00002,0.00000,N,N,1,54
LOGZ,rf0155,8.23693,7.98640,8.59953,7.62379,8.78413,Y,Y,N,N,0.00135,0.00002,N,N,2,118
LOGQ,rf0156,7.42762,7.18276,7.57165,6.98112,7.73009,Y,Y,N,N,0.00000,0.00000,N,N,1,66
LOGZ,rf0156,8.10507,8.01277,8.62590,7.89410,8.91599,Y,Y,N,N,0.00007,0.00033,N,N,3,98
LOGQ,rf0157,8.19099,8.01815,8.32062,7.85972,8.42144,Y,Y,N,N,0.00000,0.00000,N,N,1,119
LOGZ,rf0157,7.66335,7.59742,8.34900,7.50512,8.48745,Y,Y,N,N,0.00417,0.00000,N,N,2,31
LOGQ,rf0160,7.35560,7.11074,7.51404,6.90910,7.67247,Y,Y,N,N,0.00000,0.00000,N,N,1,61
LOGZ,rf0160,8.09848,7.96003,8.18418,7.79520,8.69842,Y,Y,N,N,0.00021,0.00001,N,N,3,97
LOGQ,rf0164,7.22597,6.95231,7.34120,6.75066,7.51404,Y,Y,N,N,0.00009,0.00000,N,N,1,52
LOGZ,rf0164,8.09188,8.01936,8.49405,7.89410,8.94895,Y,Y,N,N,0.00009,0.00037,N,N,4,96
LOGQ,rf0165,7.22597,6.95231,7.44202,6.73626,7.67247,Y,Y,N,N,0.00034,0.00000,N,N,1,52
LOGZ,rf0165,8.06551,7.96003,8.15781,7.78202,8.68524,Y,Y,N,N,0.00024,0.00032,N,N,3,92
LOGQ,rf0167,7.22597,6.98112,7.37000,6.76507,7.55725,Y,Y,N,N,0.00021,0.00000,N,N,1,52
LOGZ,rf0167,8.06551,8.01277,8.16440,7.88750,8.92258,Y,Y,N,N,0.00009,0.00093,N,N,3,92
LOGQ,rf0169,7.49963,7.31239,7.65807,7.16836,7.81651,Y,Y,N,N,0.00000,0.00000,N,N,1,71
LOGZ,rf0169,7.72928,7.57764,7.91388,7.48534,8.44130,Y,Y,N,N,0.01190,0.00000,N,N,2,41
LOGQ,rf0170,7.22597,7.00992,7.38441,6.88029,7.55725,Y,Y,N,N,0.00000,0.00000,N,N,1,52
LOGZ,rf0170,8.75776,8.37537,8.80391,8.17100,8.91599,Y,Y,N,N,0.00000,0.00002,N,N,3,197
LOGQ,rf0171,7.22597,7.00992,7.67247,6.72186,8.01815,Y,Y,N,N,0.00100,0.00000,N,N,1,52
LOGZ,rf0171,8.05892,8.01936,8.14463,7.88091,8.91599,Y,Y,N,N,0.00009,0.00522,N,N,3,91
LOGQ,rf0172,6.95231,6.80828,7.16836,6.64984,7.38441,Y,Y,N,N,0.00049,0.00000,N,N,1,33
LOGZ,rf0172,8.17100,7.83476,8.30945,7.61720,8.69183,Y,Y,N,N,0.00118,0.00001,N,N,2,108
LOGQ,rf0173,7.11074,6.86589,7.29799,6.66424,7.57165,Y,Y,N,N,0.00057,0.00000,N,N,1,44
LOGZ,rf0173,8.08529,8.01936,8.50064,7.87432,8.93577,Y,Y,N,N,0.00008,0.00085,N,N,3,95
LOGQ,rf0175,7.21157,7.05313,7.42762,6.89470,7.61486,Y,Y,N,N,0.00000,0.00000,N,N,1,51
LOGZ,rf0175,7.90069,7.75565,8.25011,7.57105,8.57975,Y,Y,N,N,0.00191,0.00000,N,N,2,67
LOGQ,rf0176,7.49963,7.28358,7.62926,7.06753,7.75889,Y,Y,N,N,0.00000,0.00000,N,N,1,71
LOGZ,rf0176,8.10507,7.97980,8.22374,7.86113,8.77095,Y,Y,N,N,0.00009,0.00000,N,N,4,98
LOGQ,rf0177,7.05313,6.93791,7.19716,6.83708,7.34120,Y,Y,N,N,0.00000,0.00000,N,N,1,40
LOGZ,rf0177,7.66335,7.55127,8.32922,7.47216,8.49405,Y,Y,N,N,0.01769,0.00000,N,N,2,31
LOGQ,rf0179,7.38441,7.24037,7.54284,7.11074,7.65807,Y,Y,N,N,0.00000,0.00000,N,N,1,63
LOGZ,rf0179,7.71609,7.56446,7.84135,7.47875,8.41493,Y,Y,N,N,0.01347,0.00000,N,N,2,39
LOGQ,rf0180,7.34120,7.15395,7.47083,6.99552,7.60046,Y,Y,N,N,0.00000,0.00000,N,N,1,60
LOGZ,rf0180,7.93365,7.85454,8.31604,7.68313,8.67865,Y,Y,N,N,0.00052,0.00000,N,N,2,72
LOGQ,rf0181,7.91733,7.70128,8.07577,7.49963,8.21980,Y,Y,N,N,0.00000,0.00000,N,N,1,100
LOGZ,rf0181,7.88750,7.79520,8.39515,7.62379,8.66546,Y,Y,N,N,0.00080,0.00000,N,N,2,65
LOGQ,rf0191,6.98112,6.79387,7.13955,6.64984,7.31239,Y,Y,N,N,0.00028,0.00000,N,N,1,35
LOGZ,rf0191,8.13803,8.06551,8.66546,7.88091,8.88962,Y,Y,N,N,0.00008,0.00002,N,N,3,103
LOGQ,rf0192,7.25478,7.12515,7.44202,7.02433,7.62926,Y,Y,N,N,0.00000,0.00000,N,N,1,54
LOGZ,rf0192,7.60401,7.51831,7.78861,7.46556,8.36219,Y,Y,N,N,0.03134,0.00000,N,N,2,22
LOGQ,rf0193,6.96671,6.80828,7.13955,6.67865,7.34120,Y,Y,N,N,0.00004,0.00000,N,N,1,34
LOGZ,rf0193,8.17759,8.16440,8.77095,8.00618,8.91599,Y,Y,N,N,0.00002,0.00011,N,N,3,109
LOGQ,rf0195,7.22597,7.00992,7.39881,6.83708,7.57165,Y,Y,N,N,0.00000,0.00000,N,N,1,52
LOGZ,rf0195,8.12485,7.96662,8.30945,7.80839,8.80391,Y,Y,N,N,0.00020,0.00003,N,N,3,101
LOGQ,rf0197,7.19716,7.08194,7.35560,6.98112,7.48523,Y,Y,N,N,0.00000,0.00000,N,N,1,50
LOGZ,rf0197,7.66335,7.53149,7.78202,7.47216,8.36878,Y,Y,N,N,0.02321,0.00000,N,N,2,31
LOGQ,rf0199,7.61486,7.25478,7.77330,6.99552,7.93173,Y,Y,N,N,0.00000,0.00000,N,N,1,79
LOGZ,rf0199,8.02595,7.88091,8.14463,7.66335,8.40175,Y,Y,N,N,0.00073,0.00000,N,N,2,86
LOGQ,rf0201,7.83091,7.65807,7.94614,7.48523,8.06136,Y,Y,N,N,0.00000,0.00000,N,N,1,94
LOGZ,rf0201,7.74905,7.63698,8.32922,7.52490,8.48745,Y,Y,N,N,0.00337,0.00000,N,N,2,44
LOGQ,rf0204,7.77330,7.60046,7.88852,7.45642,8.00375,Y,Y,N,N,0.00000,0.00000,N,N,1,90
LOGZ,rf0204,7.69631,7.58423,8.30285,7.49193,8.45449,Y,Y,N,N,0.00780,0.00000,N,N,2,36
LOGQ,rf0205,7.18276,6.93791,7.32679,6.77947,7.52844,Y,Y,N,N,0.00002,0.00000,N,N,1,49
LOGZ,rf0205,8.11166,8.03255,8.69183,7.89410,8.93577,Y,Y,N,N,0.00010,0.00011,N,N,3,99
LOGQ,rf0206,7.34120,7.18276,7.51404,7.03873,7.65807,Y,Y,N,N,0.00000,0.00000,N,N,1,60
LOGZ,rf0206,8.75117,8.44790,8.78413,8.23033,8.88962,Y,Y,N,N,0.00000,0.00001,N,N,3,196
LOGQ,rf0207,7.64367,7.44202,7.83091,7.26918,7.98935,Y,Y,N,N,0.00000,0.00000,N,N,1,81
LOGZ,rf0207,7.80839,7.65016,8.25670,7.51171,8.49405,Y,Y,N,N,0.00494,0.00000,N,N,2,53
LOGQ,rf0209,7.22597,6.93791,7.39881,6.70745,7.71568,Y,Y,N,N,0.00048,0.00000,N,N,1,52
LOGZ,rf0209,8.06551,8.02595,8.59294,7.90728,9.02807,Y,Y,N,N,0.00007,0.00993,N,N,3,92
LOGQ,rf0210,7.16836,7.06753,7.29799,6.98112,7.42762,Y,Y,N,N,0.00000,0.00000,N,N,1,48
LOGZ,rf0210,7.55127,7.49853,7.70291,7.46556,8.24352,Y,Y,N,N,0.04646,0.00000,N,N,2,14
LOGQ,rf0216,7.13955,6.89470,7.28358,6.70745,7.47083,Y,Y,N,N,0.00035,0.00000,N,N,1,46
LOGZ,rf0216,8.09188,7.99299,8.22374,7.84795,8.86984,Y,Y,N,N,0.00012,0.00030,N,N,3,96
LOGQ,rf0217,7.73009,7.49963,7.88852,7.25478,8.04696,Y,Y,N,N,0.00000,0.00000,N,N,1,87
LOGZ,rf0217,8.05892,8.01936,8.18418,7.93365,8.89621,Y,Y,N,N,0.00003,0.00126,N,N,3,91
