Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
LOGQ,rf0011,6.11986,6.01271,6.22700,5.90557,6.33414,Y,Y,N,N,0.00000,0.00077,N,N,1,39
LOGZ,rf0011,-0.15670,-0.45096,0.03947,-0.81060,0.23564,Y,Y,N,N,0.00147,0.01576,N,N,1,35
AGNFRAC,rf0013,0.73469,0.63265,0.87755,0.55102,0.97959,Y,Y,N,N,0.00000,0.03701,N,N,1,36
LOGQ,rf0013,5.83414,5.72700,5.90557,5.65557,6.01271,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0013,0.20294,0.03947,0.26833,-0.09131,inf,Y,Y,N,Y,0.00000,0.16977,N,N,1,46
AGNFRAC,rf0014,0.00000,-inf,0.16327,-inf,0.32653,Y,Y,Y,N,0.37225,0.00008,N,N,1,0
LOGQ,rf0014,5.94129,5.83414,6.08414,5.76271,6.19129,Y,Y,N,N,0.00000,0.00000,N,N,1,34
LOGZ,rf0014,-0.15670,-0.67982,0.03947,-1.13755,0.23564,Y,Y,N,N,0.00789,0.01607,N,N,2,35
AGNFRAC,rf0015,0.16327,0.08163,0.28571,0.02041,0.40816,Y,Y,N,N,0.03702,0.00010,N,N,1,8
LOGQ,rf0015,5.76271,5.65557,5.86986,5.51271,5.94129,Y,Y,N,N,0.00000,0.00000,N,N,1,29
LOGZ,rf0015,0.07216,-0.12401,0.20294,-0.28748,0.26833,Y,Y,N,N,0.00000,0.04551,N,N,1,42
AGNFRAC,rf0016,0.34694,0.24490,0.53061,0.16327,0.73469,Y,Y,N,N,0.00035,0.00140,N,N,1,17
LOGQ,rf0016,6.26271,6.15557,6.29843,6.11986,6.36986,Y,Y,N,N,0.00000,0.00108,N,N,1,43
LOGZ,rf0016,0.03947,-0.18940,0.17025,-0.35287,0.26833,Y,Y,N,N,0.00000,0.04616,N,N,1,41
AGNFRAC,rf0017,0.00000,0.04082,0.42857,-inf,0.67347,N,Y,Y,N,0.13167,0.00104,N,N,1,0
LOGQ,rf0017,5.83414,5.69129,5.94129,5.61986,6.04843,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0017,-0.51635,-0.81060,-0.25479,-1.13755,0.00677,Y,Y,N,N,0.00729,0.00086,N,N,1,24
AGNFRAC,rf0019,0.00000,0.02041,0.26531,-inf,0.61224,N,Y,Y,N,0.25113,0.00130,N,N,1,0
LOGQ,rf0019,5.76271,5.58414,5.86986,5.40557,6.01271,Y,Y,N,N,0.00015,0.00000,N,N,1,29
LOGZ,rf0019,-0.32018,-0.67982,0.00677,-1.13755,0.20294,Y,Y,N,N,0.00724,0.01073,N,N,1,30
AGNFRAC,rf0020,0.00000,-inf,0.16327,-inf,0.69388,Y,Y,Y,N,0.36322,0.00373,N,N,2,0
LOGQ,rf0020,6.11986,5.94129,6.22700,5.76271,6.33414,Y,Y,N,N,0.00000,0.00227,N,N,1,39
LOGZ,rf0020,-0.09131,-0.41826,0.10486,-0.81060,0.26833,Y,Y,N,N,0.00147,0.02708,N,N,1,37
AGNFRAC,rf0022,0.40816,0.30612,0.63265,0.20408,0.85714,Y,Y,N,N,0.00008,0.00403,N,N,1,20
LOGQ,rf0022,6.15557,6.04843,6.19129,5.94129,6.26271,Y,Y,N,N,0.00000,0.00000,N,N,1,40
LOGZ,rf0022,-0.22209,-0.41826,0.00677,-0.61443,0.17025,Y,Y,N,N,0.00000,0.00364,N,N,1,33
AGNFRAC,rf0023,0.00000,0.02041,0.30612,-inf,0.63265,N,Y,Y,N,0.23438,0.00101,N,N,1,0
LOGQ,rf0023,5.79843,5.69129,5.94129,5.61986,6.04843,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGZ,rf0023,-0.51635,-0.87599,-0.22209,-1.20294,0.07216,Y,Y,N,N,0.01249,0.00214,N,N,1,24
AGNFRAC,rf0024,0.00000,-inf,0.12245,-inf,0.24490,Y,Y,Y,N,0.43373,0.00011,N,N,1,0
LOGQ,rf0024,6.22700,6.11986,6.29843,5.97700,6.40557,Y,Y,N,N,0.00000,0.01490,N,N,1,42
LOGZ,rf0024,0.00677,-0.25479,0.17025,-0.58174,0.26833,Y,Y,N,N,0.00027,0.05376,N,N,1,40
AGNFRAC,rf0025,1.00000,0.97959,inf,0.97959,inf,Y,Y,N,Y,0.00000,0.99996,N,Y,1,49
LOGQ,rf0025,4.72700,-inf,4.76271,-inf,4.79843,Y,Y,Y,N,0.98014,0.00000,Y,N,2,0
LOGZ,rf0025,0.26833,0.20294,inf,0.20294,inf,Y,Y,N,Y,0.00000,0.82445,N,Y,1,48
AGNFRAC,rf0028,0.00000,-inf,0.12245,-inf,0.26531,Y,Y,Y,N,0.45642,0.00004,N,N,1,0
LOGQ,rf0028,5.94129,5.83414,6.04843,5.76271,6.19129,Y,Y,N,N,0.00000,0.00001,N,N,1,34
LOGZ,rf0028,0.17025,-0.41826,0.17025,-0.87599,0.26833,Y,Y,N,N,0.00245,0.05319,N,N,1,45
AGNFRAC,rf0029,0.00000,-inf,0.16327,-inf,0.30612,Y,Y,Y,N,0.35573,0.00003,N,N,1,0
LOGQ,rf0029,5.90557,5.83414,6.01271,5.72700,6.11986,Y,Y,N,N,0.00000,0.00000,N,N,1,33
LOGZ,rf0029,-0.28748,-0.54904,-0.09131,-0.81060,0.13755,Y,Y,N,N,0.00126,0.00363,N,N,1,31
AGNFRAC,rf0030,0.00000,-inf,0.10204,-inf,0.18367,Y,Y,Y,N,0.52020,0.00000,Y,N,1,0
LOGQ,rf0030,6.08414,6.01271,6.19129,5.90557,6.26271,Y,Y,N,N,0.00000,0.00045,N,N,1,38
LOGZ,rf0030,0.07216,-0.12401,0.20294,-0.35287,inf,Y,Y,N,N,0.00011,0.06942,N,N,1,42
AGNFRAC,rf0031,0.14286,0.06122,0.24490,0.02041,0.34694,Y,Y,N,N,0.05932,0.00002,N,N,1,7
LOGQ,rf0031,5.83414,5.72700,5.90557,5.65557,6.01271,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0031,0.03947,-0.15670,0.13755,-0.32018,0.23564,Y,Y,N,N,0.00001,0.02095,N,N,1,41
AGNFRAC,rf0032,0.00000,-inf,0.18367,-inf,0.40816,Y,Y,Y,N,0.34276,0.00026,N,N,1,0
LOGQ,rf0032,6.01271,5.94129,6.15557,5.83414,6.26271,Y,Y,N,N,0.00000,0.00005,N,N,1,36
LOGZ,rf0032,-0.12401,-0.51635,0.07216,-0.94138,0.20294,Y,Y,N,N,0.00267,0.01109,N,N,1,36
AGNFRAC,rf0033,0.00000,-inf,0.22449,-inf,0.51020,Y,Y,Y,N,0.31614,0.00047,N,N,1,0
LOGQ,rf0033,5.83414,5.72700,5.97700,5.65557,6.11986,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0033,-0.51635,-0.81060,-0.09131,-1.20294,0.17025,Y,Y,N,N,0.01229,0.00679,N,N,1,24
AGNFRAC,rf0034,0.00000,0.02041,0.28571,-inf,0.55102,N,Y,Y,N,0.24146,0.00037,N,N,1,0
LOGQ,rf0034,5.72700,5.61986,5.79843,5.51271,5.90557,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0034,-0.51635,-0.90869,-0.22209,-1.20294,0.07216,Y,Y,N,N,0.01392,0.00258,N,N,1,24
AGNFRAC,rf0040,0.00000,-inf,0.06122,-inf,0.12245,Y,Y,Y,N,0.68158,0.00000,Y,N,1,0
LOGQ,rf0040,6.11986,6.01271,6.19129,5.90557,6.29843,Y,Y,N,N,0.00000,0.00106,N,N,1,39
LOGZ,rf0040,0.30103,0.07216,inf,-0.09131,inf,Y,Y,N,Y,0.00001,0.41078,N,N,1,49
AGNFRAC,rf0042,0.00000,-inf,0.20408,-inf,0.40816,Y,Y,Y,N,0.29856,0.00013,N,N,1,0
LOGQ,rf0042,5.65557,5.54843,5.76271,5.44129,5.83414,Y,Y,N,N,0.00000,0.00000,N,N,1,26
LOGZ,rf0042,-0.28748,-0.48365,-0.05862,-0.71252,0.17025,Y,Y,N,N,0.00034,0.00362,N,N,1,31
AGNFRAC,rf0043,0.51020,0.40816,0.73469,0.30612,0.91837,Y,Y,N,N,0.00264,0.01091,N,N,2,25
LOGQ,rf0043,5.54843,5.40557,5.69129,5.29843,5.79843,Y,Y,N,N,0.00000,0.00000,N,N,2,23
LOGZ,rf0043,0.20294,0.07216,0.26833,-0.09131,inf,Y,Y,N,Y,0.00000,0.27265,N,N,1,46
AGNFRAC,rf0045,0.00000,0.04082,0.42857,-inf,0.71429,N,Y,Y,N,0.12535,0.00166,N,N,1,0
LOGQ,rf0045,5.72700,5.58414,5.83414,5.51271,5.90557,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0045,-0.58174,-0.97408,-0.35287,-1.23564,-0.09131,Y,Y,N,N,0.01962,0.00034,N,N,1,22
AGNFRAC,rf0048,0.00000,-inf,0.18367,-inf,0.38776,Y,Y,Y,N,0.35806,0.00040,N,N,1,0
LOGQ,rf0048,5.90557,5.79843,6.01271,5.69129,6.11986,Y,Y,N,N,0.00000,0.00000,N,N,1,33
LOGZ,rf0048,-0.32018,-0.71252,-0.12401,-1.10486,0.13755,Y,Y,N,N,0.00591,0.00468,N,N,1,30
AGNFRAC,rf0049,0.00000,-inf,0.16327,-inf,0.34694,Y,Y,Y,N,0.36382,0.00009,N,N,1,0
LOGQ,rf0049,5.79843,5.72700,5.90557,5.61986,6.01271,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGZ,rf0049,-0.32018,-0.61443,-0.02592,-1.00677,0.20294,Y,Y,N,N,0.00329,0.00998,N,N,1,30
AGNFRAC,rf0051,0.00000,0.02041,0.28571,-inf,0.59184,N,Y,Y,N,0.24737,0.00078,N,N,1,0
LOGQ,rf0051,5.61986,5.51271,5.72700,5.40557,5.83414,Y,Y,N,N,0.00000,0.00000,N,N,1,25
LOGZ,rf0051,-0.51635,-0.90869,-0.28748,-1.23564,0.00677,Y,Y,N,N,0.01690,0.00103,N,N,1,24
AGNFRAC,rf0053,0.00000,0.02041,0.24490,-inf,0.44898,N,Y,Y,N,0.24878,0.00024,N,N,1,0
LOGQ,rf0053,5.76271,5.69129,5.86986,5.58414,5.97700,Y,Y,N,N,0.00000,0.00000,N,N,1,29
LOGZ,rf0053,-0.51635,-0.87599,-0.35287,-1.20294,-0.09131,Y,Y,N,N,0.01131,0.00040,N,N,1,24
AGNFRAC,rf0055,0.34694,0.26531,0.67347,0.14286,0.91837,Y,Y,N,N,0.00015,0.00892,N,N,1,17
LOGQ,rf0055,6.15557,5.97700,6.22700,5.86986,6.29843,Y,Y,N,N,0.00000,0.00002,N,N,1,40
LOGZ,rf0055,0.23564,0.03947,0.26833,-0.09131,inf,Y,Y,N,Y,0.00000,0.30221,N,N,1,47
AGNFRAC,rf0057,0.04082,0.02041,0.22449,-inf,0.38776,Y,Y,Y,N,0.21727,0.00015,N,N,1,2
LOGQ,rf0057,6.19129,6.04843,6.26271,5.97700,6.36986,Y,Y,N,N,0.00000,0.00225,N,N,1,41
LOGZ,rf0057,-0.15670,-0.38557,0.07216,-0.64713,0.20294,Y,Y,N,N,0.00003,0.01036,N,N,1,35
AGNFRAC,rf0058,0.00000,-inf,0.16327,-inf,0.30612,Y,Y,Y,N,0.35957,0.00004,N,N,1,0
LOGQ,rf0058,6.04843,5.90557,6.15557,5.76271,6.29843,Y,Y,N,N,0.00000,0.00014,N,N,1,37
LOGZ,rf0058,-0.22209,-0.51635,0.00677,-0.90869,0.20294,Y,Y,N,N,0.00250,0.00872,N,N,1,33
AGNFRAC,rf0059,1.00000,0.69388,0.97959,0.53061,inf,N,Y,N,Y,0.00000,0.16956,N,N,1,49
LOGQ,rf0059,5.79843,5.69129,5.94129,5.61986,6.04843,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGZ,rf0059,-0.61443,-1.03947,-0.35287,-1.26833,-0.09131,Y,Y,N,N,0.02910,0.00006,N,N,1,21
AGNFRAC,rf0060,0.00000,-inf,0.16327,-inf,0.30612,Y,Y,Y,N,0.36789,0.00006,N,N,1,0
LOGQ,rf0060,6.01271,5.90557,6.11986,5.79843,6.22700,Y,Y,N,N,0.00000,0.00000,N,N,1,36
LOGZ,rf0060,-0.28748,-0.64713,-0.09131,-1.07216,0.17025,Y,Y,N,N,0.00548,0.00679,N,N,1,31
AGNFRAC,rf0061,0.00000,-inf,0.18367,-inf,0.40816,Y,Y,Y,N,0.33376,0.00022,N,N,1,0
LOGQ,rf0061,6.04843,5.94129,6.22700,5.86986,6.29843,Y,Y,N,N,0.00000,0.00045,N,N,1,37
LOGZ,rf0061,-0.28748,-0.67982,0.03947,-1.13755,0.20294,Y,Y,N,N,0.00799,0.01244,N,N,1,31
AGNFRAC,rf0062,0.00000,0.02041,0.44898,-inf,0.67347,N,Y,Y,N,0.19849,0.00072,N,N,2,0
LOGQ,rf0062,6.15557,5.90557,6.22700,5.79843,6.29843,Y,Y,N,N,0.00000,0.00040,N,N,2,40
LOGZ,rf0062,-0.12401,-0.35287,0.03947,-0.58174,0.20294,Y,Y,N,N,0.00004,0.00642,N,N,1,36
AGNFRAC,rf0064,0.00000,0.04082,0.40816,-inf,0.71429,N,Y,Y,N,0.12766,0.00193,N,N,1,0
LOGQ,rf0064,5.65557,5.54843,5.76271,5.44129,5.83414,Y,Y,N,N,0.00000,0.00000,N,N,1,26
LOGZ,rf0064,-0.74521,-1.07216,-0.45096,-1.26833,-0.18940,Y,Y,N,N,0.03633,0.00013,N,N,1,17
AGNFRAC,rf0065,0.00000,-inf,0.22449,-inf,0.44898,Y,Y,Y,N,0.29660,0.00023,N,N,1,0
LOGQ,rf0065,5.90557,5.83414,6.04843,5.72700,6.15557,Y,Y,N,N,0.00000,0.00000,N,N,1,33
LOGZ,rf0065,-0.51635,-0.97408,-0.25479,-1.23564,0.03947,Y,Y,N,N,0.02181,0.00214,N,N,1,24
AGNFRAC,rf0068,0.00000,-inf,0.18367,-inf,0.44898,Y,Y,Y,N,0.39471,0.00036,N,N,1,0
LOGQ,rf0068,5.76271,5.65557,5.86986,5.58414,6.01271,Y,Y,N,N,0.00000,0.00000,N,N,1,29
LOGZ,rf0068,0.17025,-0.71252,0.13755,-1.13755,0.26833,N,Y,N,N,0.00729,0.04178,N,N,3,45
AGNFRAC,rf0071,0.00000,0.02041,0.36735,-inf,0.55102,N,Y,Y,N,0.27180,0.00021,N,N,2,0
LOGQ,rf0071,5.69129,5.61986,6.11986,5.51271,6.26271,Y,Y,N,N,0.00000,0.00048,N,N,2,27
LOGZ,rf0071,0.20294,-0.02592,0.26833,-0.18940,inf,Y,Y,N,Y,0.00000,0.16814,N,N,1,46
AGNFRAC,rf0072,0.06122,0.04082,0.40816,-inf,0.75510,Y,Y,N,N,0.11275,0.00264,N,N,1,3
LOGQ,rf0072,5.36986,5.19129,5.44129,5.01271,5.54843,Y,Y,N,N,0.00147,0.00000,N,N,1,18
LOGZ,rf0072,-0.74521,-1.07216,-0.45096,-1.26833,-0.18940,Y,Y,N,N,0.03196,0.00008,N,N,1,17
AGNFRAC,rf0073,0.00000,0.02041,0.18367,-inf,0.32653,N,Y,Y,N,0.27160,0.00005,N,N,1,0
LOGQ,rf0073,5.72700,5.61986,5.83414,5.51271,5.90557,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0073,-0.32018,-0.48365,-0.12401,-0.64713,0.07216,Y,Y,N,N,0.00016,0.00114,N,N,1,30
AGNFRAC,rf0074,0.00000,-inf,0.14286,-inf,0.24490,Y,Y,Y,N,0.38703,0.00001,N,N,1,0
LOGQ,rf0074,6.15557,6.01271,6.26271,5.86986,6.36986,Y,Y,N,N,0.00000,0.00315,N,N,1,40
LOGZ,rf0074,0.00677,-0.25479,0.17025,-0.51635,inf,Y,Y,N,N,0.00003,0.05755,N,N,1,40
AGNFRAC,rf0075,0.26531,0.14286,0.48980,0.04082,0.75510,Y,Y,N,N,0.01466,0.00397,N,N,2,13
LOGQ,rf0075,6.04843,5.97700,6.15557,5.90557,6.22700,Y,Y,N,N,0.00000,0.00000,N,N,2,37
LOGZ,rf0075,-0.35287,-0.54904,-0.05862,-0.84330,0.17025,Y,Y,N,N,0.00051,0.00299,N,N,1,29
AGNFRAC,rf0076,0.00000,-inf,0.20408,-inf,0.42857,Y,Y,Y,N,0.31366,0.00022,N,N,1,0
LOGQ,rf0076,5.86986,5.79843,6.01271,5.69129,6.11986,Y,Y,N,N,0.00000,0.00000,N,N,1,32
LOGZ,rf0076,-0.41826,-0.71252,-0.12401,-1.10486,0.13755,Y,Y,N,N,0.00636,0.00453,N,N,1,27
AGNFRAC,rf0077,0.00000,-inf,0.14286,-inf,0.26531,Y,Y,Y,N,0.42821,0.00003,N,N,1,0
LOGQ,rf0077,5.94129,5.79843,6.01271,5.69129,6.11986,Y,Y,N,N,0.00000,0.00000,N,N,1,34
LOGZ,rf0077,-0.15670,-0.41826,0.03947,-0.67982,0.20294,Y,Y,N,N,0.00051,0.01179,N,N,1,35
AGNFRAC,rf0079,0.00000,-inf,0.22449,-inf,0.55102,Y,Y,Y,N,0.35221,0.00081,N,N,1,0
LOGQ,rf0079,5.97700,5.86986,6.15557,5.72700,6.26271,Y,Y,N,N,0.00000,0.00018,N,N,1,35
LOGZ,rf0079,-0.28748,-0.71252,0.07216,-1.17025,0.23564,Y,Y,N,N,0.00966,0.02260,N,N,2,31
AGNFRAC,rf0083,0.00000,0.02041,0.26531,-inf,0.59184,N,Y,Y,N,0.26589,0.00088,N,N,1,0
LOGQ,rf0083,5.86986,5.76271,6.01271,5.65557,6.11986,Y,Y,N,N,0.00000,0.00000,N,N,1,32
LOGZ,rf0083,-0.51635,-0.87599,-0.18940,-1.20294,0.10486,Y,Y,N,N,0.01447,0.00316,N,N,1,24
AGNFRAC,rf0084,0.00000,-inf,0.10204,-inf,0.18367,Y,Y,Y,N,0.59193,0.00001,Y,N,1,0
LOGQ,rf0084,6.01271,5.90557,6.11986,5.83414,6.19129,Y,Y,N,N,0.00000,0.00009,N,N,1,36
LOGZ,rf0084,0.17025,-0.15670,0.20294,-0.48365,inf,Y,Y,N,N,0.00039,0.08876,N,N,1,45
AGNFRAC,rf0092,0.00000,0.02041,0.34694,-inf,0.48980,N,Y,Y,N,0.16968,0.00012,N,N,2,0
LOGQ,rf0092,5.69129,5.61986,5.97700,5.51271,6.19129,Y,Y,N,N,0.00000,0.00012,N,N,2,27
LOGZ,rf0092,0.20294,-0.02592,0.26833,-0.15670,inf,Y,Y,N,Y,0.00000,0.19718,N,N,2,46
AGNFRAC,rf0098,0.57143,0.46939,0.77551,0.38776,0.93878,Y,Y,N,N,0.00000,0.01313,N,N,1,28
LOGQ,rf0098,5.69129,5.58414,5.79843,5.51271,5.86986,Y,Y,N,N,0.00000,0.00000,N,N,1,27
LOGZ,rf0098,0.07216,-0.15670,0.17025,-0.35287,0.23564,Y,Y,N,N,0.00000,0.01922,N,N,1,42
AGNFRAC,rf0099,0.00000,-inf,0.22449,-inf,0.44898,Y,Y,Y,N,0.30369,0.00019,N,N,1,0
LOGQ,rf0099,5.94129,5.83414,6.08414,5.72700,6.19129,Y,Y,N,N,0.00000,0.00000,N,N,1,34
LOGZ,rf0099,-0.35287,-0.74521,-0.15670,-1.13755,0.10486,Y,Y,N,N,0.00754,0.00243,N,N,1,29
AGNFRAC,rf0102,0.00000,-inf,0.24490,-inf,0.63265,Y,Y,Y,N,0.36330,0.00138,N,N,1,0
LOGQ,rf0102,5.86986,5.76271,6.01271,5.61986,6.15557,Y,Y,N,N,0.00000,0.00002,N,N,1,32
LOGZ,rf0102,0.00677,-0.71252,0.07216,-1.17025,0.23564,Y,Y,N,N,0.01026,0.01914,N,N,4,40
AGNFRAC,rf0104,0.00000,0.02041,0.34694,-inf,0.71429,N,Y,Y,N,0.16689,0.00251,N,N,1,0
LOGQ,rf0104,5.72700,5.61986,5.83414,5.51271,5.94129,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0104,-0.61443,-1.03947,-0.41826,-1.26833,-0.15670,Y,Y,N,N,0.02739,0.00015,N,N,1,21
AGNFRAC,rf0106,0.00000,0.04082,0.38776,-inf,0.71429,N,Y,Y,N,0.15945,0.00194,N,N,1,0
LOGQ,rf0106,6.26271,6.11986,6.33414,5.97700,6.36986,Y,Y,N,N,0.00000,0.00427,N,N,1,43
LOGZ,rf0106,-0.71252,-1.10486,-0.38557,-1.26833,-0.02592,Y,Y,N,N,0.04642,0.00103,N,N,1,18
AGNFRAC,rf0107,0.00000,0.02041,0.30612,-inf,0.57143,N,Y,Y,N,0.22155,0.00047,N,N,1,0
LOGQ,rf0107,5.79843,5.69129,5.90557,5.58414,5.97700,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGZ,rf0107,-0.51635,-0.94138,-0.32018,-1.23564,-0.02592,Y,Y,N,N,0.01725,0.00100,N,N,1,24
AGNFRAC,rf0108,0.00000,0.04082,0.34694,-inf,0.61224,N,Y,Y,N,0.14133,0.00095,N,N,1,0
LOGQ,rf0108,5.72700,5.61986,5.79843,5.51271,5.86986,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0108,-0.67982,-1.03947,-0.45096,-1.26833,-0.18940,Y,Y,N,N,0.02844,0.00014,N,N,1,19
AGNFRAC,rf0109,0.00000,-inf,0.10204,-inf,0.20408,Y,Y,Y,N,0.52954,0.00000,Y,N,1,0
LOGQ,rf0109,6.04843,5.97700,6.15557,5.86986,6.22700,Y,Y,N,N,0.00000,0.00013,N,N,1,37
LOGZ,rf0109,0.00677,-0.18940,0.17025,-0.45096,0.26833,Y,Y,N,N,0.00022,0.04531,N,N,1,40
AGNFRAC,rf0110,0.00000,0.02041,0.40816,-inf,0.77551,N,Y,Y,N,0.16234,0.00284,N,N,1,0
LOGQ,rf0110,5.72700,5.58414,5.86986,5.44129,6.01271,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0110,-0.54904,-1.07216,-0.38557,-1.26833,-0.09131,Y,Y,N,N,0.04180,0.00032,N,N,1,23
AGNFRAC,rf0111,0.00000,0.02041,0.32653,-inf,0.63265,N,Y,Y,N,0.26632,0.00082,N,N,1,0
LOGQ,rf0111,5.83414,5.69129,5.97700,5.58414,6.08414,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0111,-0.12401,-0.35287,0.10486,-0.61443,0.23564,Y,Y,N,N,0.00030,0.01752,N,N,1,36
AGNFRAC,rf0113,0.22449,0.14286,0.40816,0.06122,0.65306,Y,Y,N,N,0.00799,0.00069,N,N,1,11
LOGQ,rf0113,6.08414,5.97700,6.19129,5.86986,6.26271,Y,Y,N,N,0.00000,0.00000,N,N,1,38
LOGZ,rf0113,0.17025,-0.09131,0.20294,-0.25479,inf,Y,Y,N,N,0.00000,0.08016,N,N,1,45
AGNFRAC,rf0115,0.14286,0.06122,0.34694,0.02041,0.63265,Y,Y,N,N,0.05939,0.00160,N,N,1,7
LOGQ,rf0115,6.04843,5.94129,6.15557,5.86986,6.22700,Y,Y,N,N,0.00000,0.00001,N,N,1,37
LOGZ,rf0115,-0.02592,-0.22209,0.13755,-0.38557,0.23564,Y,Y,N,N,0.00000,0.01665,N,N,1,39
AGNFRAC,rf0117,0.00000,0.02041,0.28571,-inf,0.53061,N,Y,Y,N,0.19872,0.00034,N,N,1,0
LOGQ,rf0117,6.19129,6.08414,6.26271,6.01271,6.29843,Y,Y,N,N,0.00000,0.00001,N,N,1,41
LOGZ,rf0117,-0.94138,-1.17025,-0.48365,-inf,-0.18940,Y,Y,N,N,0.06380,0.00049,N,N,2,11
AGNFRAC,rf0118,0.00000,-inf,0.22449,-inf,0.55102,Y,Y,Y,N,0.36325,0.00065,N,N,1,0
LOGQ,rf0118,5.83414,5.72700,5.97700,5.61986,6.08414,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0118,0.17025,-0.87599,0.13755,-1.20294,0.26833,N,Y,N,N,0.01602,0.03942,N,N,2,45
AGNFRAC,rf0119,0.00000,-inf,0.18367,-inf,0.38776,Y,Y,Y,N,0.33001,0.00019,N,N,1,0
LOGQ,rf0119,5.90557,5.79843,6.08414,5.72700,6.22700,Y,Y,N,N,0.00000,0.00001,N,N,1,33
LOGZ,rf0119,-0.32018,-0.77791,-0.05862,-1.17025,0.17025,Y,Y,N,N,0.01057,0.00856,N,N,2,30
