Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
LOGQ,rf0073,7.49446,7.44831,7.54721,7.40876,7.59336,Y,Y,N,N,0.00000,0.00000,N,N,1,75
LOGZ,rf0073,8.26219,8.22922,8.31493,8.18967,8.36767,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0074,7.15164,7.07911,7.30327,7.01978,7.42194,Y,Y,N,N,0.01475,0.00000,N,N,1,23
LOGZ,rf0074,8.65776,8.53250,8.73687,8.44679,8.82258,Y,Y,N,N,0.00000,0.00001,N,N,1,197
LOGQ,rf0076,7.34942,7.25053,7.43513,7.18460,7.52083,Y,Y,N,N,0.00000,0.00000,N,N,2,53
LOGZ,rf0076,8.28197,8.25560,8.44679,8.19626,8.58524,Y,Y,N,N,0.00000,0.00000,N,N,1,140
LOGQ,rf0077,7.25053,7.20438,7.34283,7.16482,7.40876,Y,Y,N,N,0.00000,0.00000,N,N,1,38
LOGZ,rf0077,8.26878,8.24241,8.36767,8.18967,8.45997,Y,Y,N,N,0.00000,0.00000,N,N,1,138
LOGQ,rf0079,7.19119,7.12526,7.33623,7.05274,7.46150,Y,Y,N,N,0.00216,0.00000,N,N,1,29
LOGZ,rf0079,8.34130,8.28856,8.52590,8.21604,8.67095,Y,Y,N,N,0.00000,0.00000,N,N,1,149
LOGQ,rf0083,7.25053,7.18460,7.40876,7.11208,7.51424,Y,Y,N,N,0.00014,0.00000,N,N,2,38
LOGZ,rf0083,8.26219,8.23582,8.46657,8.16330,8.62480,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0084,7.16482,7.11208,7.28349,7.05274,7.39557,Y,Y,N,N,0.00097,0.00000,N,N,1,25
LOGZ,rf0084,8.38745,8.32812,8.55887,8.26878,8.67754,Y,Y,N,N,0.00000,0.00000,N,N,1,156
LOGQ,rf0092,7.13845,7.05274,7.28349,7.00659,7.40876,Y,Y,N,N,0.03299,0.00000,N,N,1,21
LOGZ,rf0092,8.81599,8.64457,8.85554,8.50612,8.90169,Y,Y,N,N,0.00000,0.00036,N,N,1,221
LOGQ,rf0098,7.00000,7.03296,7.31646,-inf,7.50106,N,Y,Y,N,0.06532,0.00000,N,N,1,0
LOGZ,rf0098,8.80939,8.49294,8.85554,8.38086,8.93466,Y,Y,N,N,0.00000,0.00759,N,N,2,220
LOGQ,rf0099,7.22416,7.17141,7.33623,7.11867,7.43513,Y,Y,N,N,0.00000,0.00000,N,N,1,34
LOGZ,rf0099,8.28856,8.25560,8.42701,8.20285,8.56546,Y,Y,N,N,0.00000,0.00000,N,N,1,141
LOGQ,rf0102,7.26371,7.19119,7.43513,7.11208,7.58676,Y,Y,N,N,0.00014,0.00000,N,N,2,40
LOGZ,rf0102,8.27537,8.22263,8.48635,8.14352,8.66435,Y,Y,N,N,0.00000,0.00000,N,N,1,139
LOGQ,rf0104,7.42853,7.36261,7.53402,7.28349,7.66588,Y,Y,N,N,0.00000,0.00000,N,N,1,65
LOGZ,rf0104,8.26219,8.16330,8.35449,8.08418,8.51931,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0107,7.40216,7.35601,7.46150,7.30327,7.52083,Y,Y,N,N,0.00000,0.00000,N,N,1,61
LOGZ,rf0107,8.26219,8.22263,8.33471,8.16989,8.41382,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0108,7.42194,7.36920,7.48128,7.32964,7.54061,Y,Y,N,N,0.00000,0.00000,N,N,1,64
LOGZ,rf0108,8.26219,8.20285,8.30834,8.13692,8.38086,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0109,7.15823,7.10549,7.26371,7.05274,7.36920,Y,Y,N,N,0.00128,0.00000,N,N,1,24
LOGZ,rf0109,8.42701,8.36767,8.56546,8.30834,8.67095,Y,Y,N,N,0.00000,0.00000,N,N,1,162
LOGQ,rf0111,7.34942,7.25053,7.45491,7.17141,7.55380,Y,Y,N,N,0.00000,0.00000,N,N,1,53
LOGZ,rf0111,8.40064,8.34130,8.56546,8.27537,8.67754,Y,Y,N,N,0.00000,0.00000,N,N,1,158
LOGQ,rf0117,7.15164,7.06593,7.29668,7.01319,7.42853,Y,Y,N,N,0.02258,0.00000,N,N,1,23
LOGZ,rf0117,8.40723,8.33471,8.58524,8.25560,8.69732,Y,Y,N,N,0.00000,0.00002,N,N,1,159
LOGQ,rf0118,7.24394,7.19119,7.38238,7.12526,7.49446,Y,Y,N,N,0.00000,0.00000,N,N,1,37
LOGZ,rf0118,8.26219,8.20285,8.42701,8.13033,8.60502,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0119,7.20438,7.13845,7.34942,7.06593,7.47468,Y,Y,N,N,0.00154,0.00000,N,N,1,31
LOGZ,rf0119,8.26219,8.22263,8.44679,8.15011,8.61820,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0122,7.40876,7.32305,7.51424,7.22416,7.63291,Y,Y,N,N,0.00000,0.00000,N,N,1,62
LOGZ,rf0122,8.26219,8.18307,8.38745,8.09737,8.55887,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0125,7.02637,7.02637,7.20438,-inf,7.31646,Y,Y,N,N,0.06985,0.00000,N,N,1,4
LOGZ,rf0125,8.57205,8.47316,8.73028,8.39405,8.81599,Y,Y,N,N,0.00000,0.00000,N,N,1,184
LOGQ,rf0126,7.23075,7.08571,7.42853,7.01319,7.58676,Y,Y,N,N,0.02220,0.00000,N,N,1,35
LOGZ,rf0126,8.87532,8.67095,8.90829,8.47316,8.94784,Y,Y,N,N,0.00000,0.02052,N,N,1,230
LOGQ,rf0128,7.14504,7.07911,7.26371,7.01978,7.37579,Y,Y,N,N,0.01366,0.00000,N,N,1,22
LOGZ,rf0128,8.45338,8.37427,8.60502,8.29515,8.70391,Y,Y,N,N,0.00000,0.00000,N,N,1,166
LOGQ,rf0129,7.10549,7.06593,7.19779,7.01978,7.27690,Y,Y,N,N,0.00882,0.00000,N,N,1,16
LOGZ,rf0129,8.40723,8.34790,8.54568,8.28856,8.65117,Y,Y,N,N,0.00000,0.00000,N,N,1,159
LOGQ,rf0132,7.12526,7.07911,7.19119,7.04615,7.24394,Y,Y,N,N,0.00123,0.00000,N,N,1,19
LOGZ,rf0132,8.51931,8.45338,8.60502,8.40064,8.65776,Y,Y,N,N,0.00000,0.00000,N,N,1,176
LOGQ,rf0134,7.11208,7.05934,7.23075,7.01319,7.33623,Y,Y,N,N,0.01477,0.00000,N,N,1,17
LOGZ,rf0134,8.42042,8.36108,8.58524,8.30175,8.69732,Y,Y,N,N,0.00000,0.00000,N,N,1,161
LOGQ,rf0141,7.37579,7.28349,7.48787,7.19119,7.60654,Y,Y,N,N,0.00000,0.00000,N,N,1,57
LOGZ,rf0141,8.26219,8.17648,8.40064,8.09078,8.58524,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0143,7.18460,7.13186,7.28349,7.07911,7.39557,Y,Y,N,N,0.00009,0.00000,N,N,1,28
LOGZ,rf0143,8.36108,8.30834,8.49294,8.25560,8.61161,Y,Y,N,N,0.00000,0.00000,N,N,1,152
LOGQ,rf0147,7.14504,7.06593,7.30327,7.01319,7.42194,Y,Y,N,N,0.02357,0.00000,N,N,1,22
LOGZ,rf0147,8.69072,8.57865,8.80280,8.48635,8.88192,Y,Y,N,N,0.00000,0.00074,N,N,1,202
LOGQ,rf0150,7.00000,7.03296,7.26371,-inf,7.43513,N,Y,Y,N,0.06191,0.00000,N,N,1,0
LOGZ,rf0150,8.76324,8.51931,8.81599,8.41382,8.89510,Y,Y,N,N,0.00000,0.00080,N,N,2,213
LOGQ,rf0154,7.40216,7.34283,7.48787,7.27690,7.56698,Y,Y,N,N,0.00000,0.00000,N,N,1,61
LOGZ,rf0154,8.26219,8.18307,8.34790,8.11715,8.45338,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0156,7.15164,7.07911,7.32964,7.01978,7.45491,Y,Y,N,N,0.01198,0.00000,N,N,1,23
LOGZ,rf0156,8.49953,8.42701,8.71709,8.34790,8.81599,Y,Y,N,N,0.00000,0.00000,N,N,2,173
LOGQ,rf0157,7.66588,7.58017,7.75818,7.51424,7.83729,Y,Y,N,N,0.00000,0.00000,N,N,1,101
LOGZ,rf0157,8.26219,8.14352,8.30175,8.06440,8.39405,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0160,7.05274,7.03296,7.21756,-inf,7.33623,Y,Y,N,N,0.05468,0.00000,N,N,1,8
LOGZ,rf0160,8.48635,8.40723,8.69072,8.32152,8.80939,Y,Y,N,N,0.00000,0.00009,N,N,1,171
LOGQ,rf0164,7.00000,7.01978,7.19779,-inf,7.31646,N,Y,Y,N,0.09172,0.00000,N,N,1,0
LOGZ,rf0164,8.75006,8.46657,8.78302,8.37427,8.85554,Y,Y,N,N,0.00000,0.00001,N,N,2,211
LOGQ,rf0167,7.00000,7.02637,7.23734,-inf,7.37579,N,Y,Y,N,0.07853,0.00000,N,N,1,0
LOGZ,rf0167,8.80280,8.45997,8.83577,8.35449,8.90169,Y,Y,N,N,0.00000,0.00071,N,N,2,219
LOGQ,rf0169,7.34942,7.26371,7.42194,7.20438,7.50106,Y,Y,N,N,0.00000,0.00000,N,N,2,53
LOGZ,rf0169,8.26219,8.23582,8.39405,8.18307,8.51272,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0171,7.42194,7.18460,7.71862,7.02637,7.90981,Y,Y,N,N,0.01150,0.00000,N,N,2,64
LOGZ,rf0171,8.96103,8.76324,8.95444,8.36108,inf,N,Y,N,Y,0.00000,0.17946,N,N,2,243
LOGQ,rf0173,7.00000,7.03296,7.32964,-inf,7.53402,N,Y,Y,N,0.06645,0.00000,N,N,1,0
LOGZ,rf0173,8.85554,8.51931,8.89510,8.38745,8.94784,Y,Y,N,N,0.00000,0.01889,N,N,2,227
LOGQ,rf0175,7.10549,7.05934,7.23734,7.01319,7.36920,Y,Y,N,N,0.01823,0.00000,N,N,1,16
LOGZ,rf0175,8.35449,8.30175,8.53909,8.22922,8.68413,Y,Y,N,N,0.00000,0.00000,N,N,1,151
LOGQ,rf0176,7.16482,7.09230,7.30986,7.03296,7.42194,Y,Y,N,N,0.00589,0.00000,N,N,1,25
LOGZ,rf0176,8.40064,8.34790,8.59183,8.28197,8.72369,Y,Y,N,N,0.00000,0.00000,N,N,1,158
LOGQ,rf0177,7.17141,7.10549,7.29008,7.04615,7.40876,Y,Y,N,N,0.00281,0.00000,N,N,1,26
LOGZ,rf0177,8.43360,8.36767,8.57865,8.30175,8.68413,Y,Y,N,N,0.00000,0.00000,N,N,1,163
LOGQ,rf0179,7.25712,7.21097,7.35601,7.16482,7.42853,Y,Y,N,N,0.00000,0.00000,N,N,2,39
LOGZ,rf0179,8.26219,8.23582,8.34790,8.18307,8.44679,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0180,7.13845,7.09230,7.22416,7.04615,7.29668,Y,Y,N,N,0.00120,0.00000,N,N,1,21
LOGZ,rf0180,8.36108,8.31493,8.48635,8.25560,8.59842,Y,Y,N,N,0.00000,0.00000,N,N,1,152
LOGQ,rf0181,7.50765,7.42853,7.67906,7.34283,7.81092,Y,Y,N,N,0.00000,0.00000,N,N,1,77
LOGZ,rf0181,8.32152,8.26219,8.49294,8.18307,8.62480,Y,Y,N,N,0.00000,0.00000,N,N,1,146
LOGQ,rf0191,7.00000,7.01319,7.15164,-inf,7.27690,N,Y,Y,N,0.14055,0.00000,N,N,1,0
LOGZ,rf0191,8.59183,8.49294,8.77643,8.40064,8.86873,Y,Y,N,N,0.00000,0.00040,N,N,2,187
LOGQ,rf0192,7.23734,7.17801,7.37579,7.11208,7.47468,Y,Y,N,N,0.00008,0.00000,N,N,2,36
LOGZ,rf0192,8.29515,8.26219,8.46657,8.20285,8.60502,Y,Y,N,N,0.00000,0.00000,N,N,1,142
LOGQ,rf0193,7.00000,7.01978,7.21756,-inf,7.37579,N,Y,Y,N,0.09015,0.00000,N,N,1,0
LOGZ,rf0193,8.71709,8.53909,8.80939,8.44020,8.89510,Y,Y,N,N,0.00000,0.00086,N,N,1,206
LOGQ,rf0195,7.03296,7.02637,7.21756,-inf,7.35601,Y,Y,N,N,0.06489,0.00000,N,N,1,5
LOGZ,rf0195,8.46657,8.40723,8.68413,8.32812,8.80280,Y,Y,N,N,0.00000,0.00000,N,N,1,168
LOGQ,rf0197,7.19779,7.15164,7.29008,7.10549,7.38898,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGZ,rf0197,8.26878,8.24241,8.38745,8.19626,8.49953,Y,Y,N,N,0.00000,0.00000,N,N,1,138
LOGQ,rf0201,7.45491,7.40216,7.51424,7.35601,7.57358,Y,Y,N,N,0.00000,0.00000,N,N,1,69
LOGZ,rf0201,8.26219,8.20285,8.32152,8.14352,8.39405,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0204,7.48128,7.42853,7.54061,7.38898,7.60654,Y,Y,N,N,0.00000,0.00000,N,N,1,73
LOGZ,rf0204,8.26219,8.22263,8.32152,8.16989,8.38745,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0205,7.00000,7.02637,7.21756,-inf,7.35601,N,Y,Y,N,0.07574,0.00000,N,N,1,0
LOGZ,rf0205,8.53909,8.46657,8.75006,8.38086,8.83577,Y,Y,N,N,0.00000,0.00003,N,N,2,179
LOGQ,rf0206,7.25053,7.15823,7.36920,7.07252,7.46809,Y,Y,N,N,0.00108,0.00000,N,N,1,38
LOGZ,rf0206,8.65776,8.53250,8.71050,8.45338,8.78962,Y,Y,N,N,0.00000,0.00000,N,N,1,197
LOGQ,rf0207,7.38898,7.32305,7.47468,7.25053,7.56698,Y,Y,N,N,0.00000,0.00000,N,N,1,59
LOGZ,rf0207,8.26878,8.24900,8.42701,8.18967,8.55227,Y,Y,N,N,0.00000,0.00000,N,N,1,138
LOGQ,rf0209,7.00000,7.07911,7.46809,7.00659,7.63951,N,N,Y,N,0.02646,0.00000,N,N,2,0
LOGZ,rf0209,8.92807,8.65776,8.92807,8.42042,inf,Y,Y,N,N,0.00000,0.05597,N,N,2,238
LOGQ,rf0210,7.19779,7.10549,7.37579,7.02637,7.50106,Y,Y,N,N,0.01007,0.00000,N,N,1,30
LOGZ,rf0210,8.34790,8.28856,8.53250,8.20945,8.67754,Y,Y,N,N,0.00000,0.00001,N,N,1,150
LOGQ,rf0216,7.00000,7.01978,7.21097,-inf,7.36920,N,Y,Y,N,0.10231,0.00000,N,N,1,0
LOGZ,rf0216,8.76984,8.44679,8.80939,8.35449,8.90169,Y,Y,N,N,0.00000,0.00148,N,N,2,214
LOGQ,rf0217,7.30327,7.19119,7.56698,7.07252,7.71203,Y,Y,N,N,0.00124,0.00000,N,N,2,46
LOGZ,rf0217,8.77643,8.38745,8.78962,8.28856,8.86214,Y,Y,N,N,0.00000,0.00000,N,N,2,215
LOGQ,rf0223,7.00000,7.00659,7.11867,-inf,7.19779,N,Y,Y,N,0.16532,0.00000,N,N,1,0
LOGZ,rf0223,8.57205,8.46657,8.71050,8.38745,8.78962,Y,Y,N,N,0.00000,0.00000,N,N,2,184
LOGQ,rf0226,7.05934,7.03296,7.22416,7.00659,7.36920,Y,Y,N,N,0.04962,0.00000,N,N,1,9
LOGZ,rf0226,8.36108,8.30834,8.57865,8.22922,8.75006,Y,Y,N,N,0.00000,0.00000,N,N,1,152
LOGQ,rf0227,7.15823,7.10549,7.27031,7.05274,7.38238,Y,Y,N,N,0.00096,0.00000,N,N,1,24
LOGZ,rf0227,8.36108,8.30834,8.51931,8.24241,8.64457,Y,Y,N,N,0.00000,0.00000,N,N,1,152
LOGQ,rf0229,7.11208,7.06593,7.32964,7.01319,7.47468,Y,Y,N,N,0.01852,0.00000,N,N,1,17
LOGZ,rf0229,8.42701,8.37427,8.69732,8.30175,8.82258,Y,Y,N,N,0.00000,0.00000,N,N,2,162
LOGQ,rf0234,7.00000,7.01319,7.15164,-inf,7.27031,N,Y,Y,N,0.12937,0.00000,N,N,1,0
LOGZ,rf0234,8.51272,8.44020,8.71050,8.36108,8.80939,Y,Y,N,N,0.00000,0.00001,N,N,1,175
LOGQ,rf0236,7.23075,7.18460,7.33623,7.13845,7.42853,Y,Y,N,N,0.00000,0.00000,N,N,1,35
LOGZ,rf0236,8.26219,8.23582,8.38745,8.18307,8.52590,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0237,7.09889,7.05274,7.23075,7.00659,7.33623,Y,Y,N,N,0.02795,0.00000,N,N,1,15
LOGZ,rf0237,8.57205,8.47975,8.69072,8.40064,8.76984,Y,Y,N,N,0.00000,0.00000,N,N,1,184
LOGQ,rf0238,7.15823,7.08571,7.30986,7.01978,7.45491,Y,Y,N,N,0.01122,0.00000,N,N,1,24
LOGZ,rf0238,8.28197,8.23582,8.47316,8.15670,8.64457,Y,Y,N,N,0.00000,0.00000,N,N,1,140
LOGQ,rf0241,8.00211,7.94278,8.10100,7.85707,8.17353,Y,Y,N,N,0.00000,0.00000,N,N,1,152
LOGZ,rf0241,8.26219,8.14352,8.27537,8.05781,8.32152,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0242,7.28349,7.17141,7.44831,7.07252,7.58676,Y,Y,N,N,0.00142,0.00000,N,N,1,43
LOGZ,rf0242,8.65776,8.53909,8.75665,8.45338,8.84236,Y,Y,N,N,0.00000,0.00001,N,N,1,197
LOGQ,rf0246,8.00211,7.90981,8.10100,7.82411,8.19330,Y,Y,N,N,0.00000,0.00000,N,N,1,152
LOGZ,rf0246,8.26219,8.13033,8.28197,8.03803,8.34130,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0247,7.36261,7.30327,7.41535,7.25053,7.47468,Y,Y,N,N,0.00000,0.00000,N,N,1,55
LOGZ,rf0247,8.26219,8.23582,8.34130,8.18307,8.42042,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0249,7.03956,7.02637,7.19779,-inf,7.30327,Y,Y,N,N,0.06693,0.00000,N,N,1,6
LOGZ,rf0249,8.80280,8.65776,8.84236,8.53250,8.88192,Y,Y,N,N,0.00000,0.00001,N,N,1,219
LOGQ,rf0250,7.68566,7.62632,7.74499,7.56698,7.79773,Y,Y,N,N,0.00000,0.00000,N,N,1,104
LOGZ,rf0250,8.26219,8.19626,8.28197,8.13033,8.32152,Y,Y,N,N,0.00000,0.00000,N,N,1,137
LOGQ,rf0251,7.09230,7.05274,7.17141,7.01319,7.24394,Y,Y,N,N,0.01683,0.00000,N,N,1,14
