Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
LOGHDEN,rf0084,2.12245,1.91837,2.83673,1.61224,3.24490,Y,Y,N,N,0.00001,0.00000,N,N,2,11
LOGQ,rf0084,7.04843,7.11986,7.97700,-inf,8.36986,N,Y,Y,N,0.07249,0.00136,N,N,2,2
LOGZ,rf0084,8.40713,8.34174,8.66869,8.24365,8.83216,Y,Y,N,N,0.00000,0.00012,N,N,1,29
LOGHDEN,rf0092,2.02041,1.91837,3.55102,1.61224,3.95918,Y,Y,N,N,0.00000,0.00000,N,N,2,10
LOGQ,rf0092,6.97700,7.19129,8.47700,-inf,8.69129,N,Y,Y,N,0.05199,0.04308,N,N,4,0
LOGZ,rf0092,8.96294,8.60330,8.99564,8.43982,inf,Y,Y,N,Y,0.00000,0.12730,N,N,2,46
LOGHDEN,rf0098,3.44898,2.42857,3.65306,2.02041,3.95918,Y,Y,N,N,0.00000,0.00000,N,N,2,24
LOGQ,rf0098,8.22700,7.33414,8.44129,7.01271,8.69129,Y,Y,N,N,0.03033,0.02687,N,N,6,35
LOGZ,rf0098,8.47252,8.40713,8.73408,8.34174,8.93025,Y,Y,N,N,0.00000,0.00326,N,N,1,31
LOGHDEN,rf0099,2.02041,1.91837,2.83673,1.71429,3.14286,Y,Y,N,N,0.00000,0.00000,N,N,1,10
LOGQ,rf0099,7.08414,7.11986,7.94129,-inf,8.29843,N,Y,N,N,0.07361,0.00071,N,N,4,3
LOGZ,rf0099,8.34174,8.27635,8.50521,8.21096,8.63599,Y,Y,N,N,0.00000,0.00000,N,N,1,27
LOGHDEN,rf0102,2.02041,1.81633,2.73469,1.40816,3.14286,Y,Y,N,N,0.00258,0.00000,N,N,1,10
LOGQ,rf0102,7.04843,7.08414,7.90557,-inf,8.33414,N,Y,Y,N,0.08013,0.00157,N,N,3,2
LOGZ,rf0102,8.30904,8.24365,8.63599,8.14557,8.86486,Y,Y,N,N,0.00000,0.00011,N,N,2,26
LOGHDEN,rf0104,1.91837,1.81633,2.73469,1.51020,3.14286,Y,Y,N,N,0.00016,0.00000,N,N,2,9
LOGQ,rf0104,7.11986,7.11986,8.04843,-inf,8.44129,Y,Y,N,N,0.06315,0.00270,N,N,5,4
LOGZ,rf0104,8.21096,8.14557,8.37443,8.04748,8.53791,Y,Y,N,N,0.00000,0.00000,N,N,1,23
LOGHDEN,rf0106,2.53061,2.02041,3.04082,1.71429,3.44898,Y,Y,N,N,0.00001,0.00000,N,N,4,15
LOGQ,rf0106,7.58414,7.19129,8.19129,7.01271,8.54843,Y,Y,N,N,0.04476,0.00558,N,N,6,17
LOGZ,rf0106,8.47252,8.37443,8.63599,8.30904,8.76677,Y,Y,N,N,0.00000,0.00006,N,N,1,31
LOGHDEN,rf0107,1.91837,1.71429,2.73469,1.51020,3.14286,Y,Y,N,N,0.00001,0.00000,N,N,3,9
LOGQ,rf0107,7.11986,7.11986,8.01271,-inf,8.40557,Y,Y,N,N,0.06478,0.00182,N,N,5,4
LOGZ,rf0107,8.27635,8.21096,8.43982,8.11287,8.57060,Y,Y,N,N,0.00000,0.00000,N,N,1,25
LOGHDEN,rf0108,1.91837,1.71429,2.73469,1.51020,3.14286,Y,Y,N,N,0.00001,0.00000,N,N,3,9
LOGQ,rf0108,7.11986,7.11986,8.04843,-inf,8.44129,Y,Y,N,N,0.06208,0.00273,N,N,5,4
LOGZ,rf0108,8.24365,8.14557,8.37443,8.08018,8.50521,Y,Y,N,N,0.00000,0.00000,N,N,1,24
LOGHDEN,rf0109,2.12245,2.02041,3.04082,1.71429,3.44898,Y,Y,N,N,0.00000,0.00000,N,N,3,11
LOGQ,rf0109,7.26271,7.15557,8.15557,-inf,8.51271,Y,Y,N,N,0.05523,0.00430,N,N,3,8
LOGZ,rf0109,8.43982,8.37443,8.66869,8.30904,8.79947,Y,Y,N,N,0.00000,0.00001,N,N,1,30
LOGHDEN,rf0110,1.91837,1.71429,2.73469,1.40816,3.14286,Y,Y,N,N,0.00290,0.00000,N,N,2,9
LOGQ,rf0110,7.11986,7.11986,8.04843,-inf,8.47700,Y,Y,N,N,0.06531,0.00342,N,N,4,4
LOGZ,rf0110,8.21096,8.11287,8.40713,8.01479,8.63599,Y,Y,N,N,0.00000,0.00000,N,N,1,23
LOGHDEN,rf0111,2.02041,1.81633,2.93878,1.51020,3.34694,Y,Y,N,N,0.00028,0.00000,N,N,1,10
LOGQ,rf0111,7.01271,7.15557,8.19129,-inf,8.54843,N,Y,Y,N,0.05557,0.00667,N,N,2,1
LOGZ,rf0111,8.43982,8.34174,8.70138,8.27635,8.83216,Y,Y,N,N,0.00000,0.00003,N,N,1,30
LOGHDEN,rf0117,1.91837,1.91837,2.73469,1.71429,3.04082,Y,Y,N,N,0.00000,0.00000,N,N,4,9
LOGQ,rf0117,7.36986,7.11986,7.90557,-inf,8.22700,Y,Y,N,N,0.06096,0.00010,N,N,6,11
LOGZ,rf0117,8.43982,8.37443,8.57060,8.30904,8.63599,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGHDEN,rf0118,2.02041,1.81633,2.63265,1.61224,3.04082,Y,Y,N,N,0.00017,0.00000,N,N,1,10
LOGQ,rf0118,7.04843,7.08414,7.83414,-inf,8.22700,N,Y,Y,N,0.09193,0.00076,N,N,3,2
LOGZ,rf0118,8.27635,8.17826,8.50521,8.11287,8.76677,Y,Y,N,N,0.00000,0.00001,N,N,1,25
LOGHDEN,rf0119,2.02041,1.91837,2.83673,1.71429,3.24490,Y,Y,N,N,0.00001,0.00000,N,N,4,10
LOGQ,rf0119,7.11986,7.11986,7.94129,-inf,8.33414,Y,Y,N,N,0.07244,0.00100,N,N,4,4
LOGZ,rf0119,8.30904,8.24365,8.47252,8.14557,8.66869,Y,Y,N,N,0.00000,0.00000,N,N,1,26
LOGHDEN,rf0120,2.02041,1.91837,2.73469,1.61224,3.14286,Y,Y,N,N,0.00043,0.00000,N,N,1,10
LOGQ,rf0120,7.08414,7.08414,7.90557,-inf,8.33414,Y,Y,N,N,0.07918,0.00157,N,N,4,3
LOGZ,rf0120,8.11287,8.01479,8.30904,7.94940,8.60330,Y,Y,N,N,0.00000,0.00004,N,N,1,20
LOGHDEN,rf0122,1.91837,1.71429,2.73469,1.51020,3.14286,Y,Y,N,N,0.00042,0.00000,N,N,2,9
LOGQ,rf0122,7.11986,7.11986,8.01271,-inf,8.44129,Y,Y,N,N,0.06439,0.00251,N,N,4,4
LOGZ,rf0122,8.24365,8.17826,8.47252,8.08018,8.66869,Y,Y,N,N,0.00000,0.00000,N,N,1,24
LOGHDEN,rf0125,3.34694,2.12245,3.44898,1.81633,3.75510,Y,Y,N,N,0.00000,0.00000,N,N,4,23
LOGQ,rf0125,8.22700,7.22700,8.40557,7.01271,8.69129,Y,Y,N,N,0.04118,0.02537,N,N,6,35
LOGZ,rf0125,8.50521,8.43982,8.83216,8.37443,8.93025,Y,Y,N,N,0.00000,0.00425,N,N,2,32
LOGHDEN,rf0126,1.91837,1.81633,3.44898,1.51020,3.95918,Y,Y,N,N,0.00010,0.00000,N,N,2,9
LOGQ,rf0126,7.01271,7.15557,8.40557,-inf,8.69129,N,Y,Y,N,0.06036,0.03060,N,N,3,1
LOGZ,rf0126,8.96294,8.53791,9.02833,8.40713,inf,Y,Y,N,Y,0.00000,0.18076,N,N,2,46
LOGHDEN,rf0128,2.12245,1.91837,2.73469,1.71429,3.04082,Y,Y,N,N,0.00000,0.00000,N,N,2,11
LOGQ,rf0128,7.08414,7.08414,7.79843,-inf,8.15557,Y,Y,N,N,0.08735,0.00010,N,N,4,3
LOGZ,rf0128,8.47252,8.37443,8.66869,8.30904,8.79947,Y,Y,N,N,0.00000,0.00001,N,N,1,31
LOGHDEN,rf0129,2.12245,2.02041,2.83673,1.81633,3.24490,Y,Y,N,N,0.00000,0.00000,N,N,1,11
LOGQ,rf0129,7.04843,7.11986,7.90557,-inf,8.26271,N,Y,Y,N,0.07710,0.00038,N,N,3,2
LOGZ,rf0129,8.43982,8.34174,8.60330,8.27635,8.73408,Y,Y,N,N,0.00000,0.00000,N,N,1,30
LOGHDEN,rf0132,3.04082,2.22449,3.24490,1.91837,3.55102,Y,Y,N,N,0.00000,0.00000,N,N,3,20
LOGQ,rf0132,8.08414,7.33414,8.29843,7.01271,8.58414,Y,Y,N,N,0.02711,0.00587,N,N,6,31
LOGZ,rf0132,8.57060,8.47252,8.66869,8.40713,8.73408,Y,Y,N,N,0.00000,0.00000,N,N,1,34
LOGHDEN,rf0134,2.22449,2.02041,3.14286,1.71429,3.55102,Y,Y,N,N,0.00000,0.00000,N,N,3,12
LOGQ,rf0134,6.97700,7.15557,8.19129,-inf,8.54843,N,Y,Y,N,0.05640,0.00665,N,N,5,0
LOGZ,rf0134,8.40713,8.34174,8.73408,8.27635,8.89755,Y,Y,N,N,0.00000,0.00055,N,N,1,29
LOGHDEN,rf0141,1.91837,1.71429,2.63265,1.51020,3.04082,Y,Y,N,N,0.00140,0.00000,N,N,1,9
LOGQ,rf0141,7.08414,7.08414,7.90557,-inf,8.33414,Y,Y,N,N,0.07992,0.00155,N,N,3,3
LOGZ,rf0141,8.24365,8.14557,8.50521,8.04748,8.76677,Y,Y,N,N,0.00000,0.00000,N,N,1,24
LOGHDEN,rf0143,2.32653,2.02041,3.04082,1.71429,3.34694,Y,Y,N,N,0.00000,0.00000,N,N,4,13
LOGQ,rf0143,7.33414,7.15557,8.11986,-inf,8.47700,Y,Y,N,N,0.05466,0.00270,N,N,5,10
LOGZ,rf0143,8.40713,8.30904,8.57060,8.24365,8.66869,Y,Y,N,N,0.00000,0.00000,N,N,1,29
LOGHDEN,rf0145,2.63265,2.02041,3.14286,1.81633,3.44898,Y,Y,N,N,0.00000,0.00000,N,N,3,16
LOGQ,rf0145,7.83414,7.19129,8.15557,7.01271,8.47700,Y,Y,N,N,0.04632,0.00294,N,N,5,24
LOGZ,rf0145,8.57060,8.47252,8.70138,8.40713,8.79947,Y,Y,N,N,0.00000,0.00009,N,N,1,34
