Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
LOGZ,rf0014,8.72375,8.38648,8.85023,8.17568,8.97671,Y,Y,N,N,0.00003,0.00619,N,N,1,30
AGNFRAC,rf0015,0.00000,-inf,0.02632,-inf,0.15789,Y,Y,Y,N,0.91557,0.00000,Y,N,1,0
LOGQ,rf0015,5.87832,5.78621,5.97042,5.74016,6.06253,Y,Y,N,N,0.00000,0.00000,N,N,1,25
LOGZ,rf0015,8.55512,8.42864,8.63944,8.30216,8.80807,Y,Y,N,N,0.00000,0.00159,N,N,1,26
AGNFRAC,rf0016,1.00000,0.73684,0.97368,0.57895,inf,N,Y,N,Y,0.00000,0.26103,N,N,2,38
LOGQ,rf0016,6.33884,6.29279,6.43095,6.24674,6.43095,Y,Y,N,Y,0.00000,0.24756,N,N,1,35
LOGZ,rf0016,8.42864,8.26000,8.63944,8.17568,8.80807,Y,Y,N,N,0.00000,0.00006,N,N,1,23
AGNFRAC,rf0017,0.00000,0.05263,0.44737,-inf,0.71053,N,Y,Y,N,0.13223,0.00156,N,N,1,0
LOGQ,rf0017,5.78621,5.69411,5.92437,5.60200,6.01647,Y,Y,N,N,0.00000,0.00000,N,N,1,23
LOGZ,rf0017,8.26000,8.13352,8.51296,8.00704,8.80807,Y,Y,N,N,0.00081,0.00270,N,N,1,19
AGNFRAC,rf0019,0.00000,-inf,0.26316,-inf,0.57895,Y,Y,Y,N,0.33947,0.00130,N,N,1,0
LOGQ,rf0019,5.78621,5.64805,5.92437,5.46384,6.06253,Y,Y,N,N,0.00003,0.00000,N,N,1,23
LOGZ,rf0019,8.30216,8.17568,8.76591,8.00704,8.97671,Y,Y,N,N,0.00127,0.01933,N,N,2,20
AGNFRAC,rf0020,1.00000,0.68421,0.97368,0.42105,inf,N,Y,N,Y,0.00055,0.28421,N,N,1,38
LOGQ,rf0020,6.33884,6.29279,6.43095,6.24674,inf,Y,Y,N,Y,0.00000,0.33241,N,N,1,35
LOGZ,rf0020,8.04920,7.58545,8.21784,-inf,8.38648,Y,Y,N,N,0.09850,0.00000,N,N,2,14
AGNFRAC,rf0022,0.42105,0.28947,0.65789,0.18421,0.86842,Y,Y,N,N,0.00015,0.00697,N,N,1,16
LOGQ,rf0022,6.15463,6.06253,6.24674,5.97042,6.29279,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0022,8.42864,8.26000,8.72375,8.13352,8.93455,Y,Y,N,N,0.00000,0.00829,N,N,1,23
AGNFRAC,rf0023,0.00000,-inf,0.13158,-inf,0.28947,Y,Y,Y,N,0.57086,0.00003,Y,N,1,0
LOGQ,rf0023,5.87832,5.78621,6.01647,5.69411,6.10858,Y,Y,N,N,0.00000,0.00000,N,N,1,25
LOGZ,rf0023,8.26000,8.17568,8.72375,8.00704,8.93455,Y,Y,N,N,0.00120,0.00836,N,N,1,19
AGNFRAC,rf0024,0.00000,-inf,0.13158,-inf,0.23684,Y,Y,Y,N,0.50331,0.00012,Y,N,1,0
LOGQ,rf0024,6.20068,6.10858,6.33884,5.97042,6.43095,Y,Y,N,N,0.00000,0.03287,N,N,1,32
LOGZ,rf0024,8.93455,8.42864,8.97671,8.17568,inf,Y,Y,N,Y,0.00005,0.08719,N,N,1,35
AGNFRAC,rf0025,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0025,4.72700,-inf,4.77305,-inf,4.81911,Y,Y,Y,N,0.99383,0.00000,Y,N,2,0
LOGZ,rf0025,9.01887,8.97671,inf,8.93455,inf,Y,Y,N,Y,0.00000,0.94709,N,Y,1,37
AGNFRAC,rf0028,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0028,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0028,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0029,0.00000,-inf,0.02632,-inf,0.07895,Y,Y,Y,N,0.97023,0.00000,Y,N,1,0
LOGQ,rf0029,6.01647,5.92437,6.06253,5.87832,6.15463,Y,Y,N,N,0.00000,0.00000,N,N,1,28
LOGZ,rf0029,8.42864,8.21784,8.55512,8.09136,8.63944,Y,Y,N,N,0.00007,0.00001,N,N,1,23
AGNFRAC,rf0030,1.00000,0.73684,0.97368,0.63158,inf,N,Y,N,Y,0.00000,0.24972,N,N,1,38
LOGQ,rf0030,6.43095,6.33884,inf,6.24674,inf,Y,Y,N,Y,0.00000,0.61929,N,Y,1,37
LOGZ,rf0030,8.09136,7.75409,8.30216,7.50113,8.47080,Y,Y,N,N,0.04363,0.00000,N,N,2,15
AGNFRAC,rf0031,1.00000,0.94737,inf,0.89474,inf,Y,Y,N,Y,0.00000,0.88171,N,Y,1,38
LOGQ,rf0031,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.01018,N,N,1,35
LOGZ,rf0031,8.04920,7.54329,8.09136,-inf,8.21784,Y,Y,N,N,0.14984,0.00000,N,N,2,14
AGNFRAC,rf0032,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0032,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0032,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0033,0.00000,-inf,0.13158,-inf,0.23684,Y,Y,Y,N,0.60683,0.00002,Y,N,1,0
LOGQ,rf0033,5.97042,5.83226,6.10858,5.74016,6.20068,Y,Y,N,N,0.00000,0.00000,N,N,1,27
LOGZ,rf0033,8.47080,8.17568,8.76591,8.00704,8.97671,Y,Y,N,N,0.00128,0.01675,N,N,2,24
AGNFRAC,rf0034,0.00000,0.02632,0.28947,-inf,0.52632,N,Y,Y,N,0.25116,0.00020,N,N,1,0
LOGQ,rf0034,5.69411,5.60200,5.78621,5.50989,5.87832,Y,Y,N,N,0.00000,0.00000,N,N,1,21
LOGZ,rf0034,8.21784,8.09136,8.55512,7.96488,8.93455,Y,Y,N,N,0.00183,0.00942,N,N,2,18
AGNFRAC,rf0040,0.00000,-inf,0.07895,-inf,0.13158,Y,Y,Y,N,0.75455,0.00000,Y,N,1,0
LOGQ,rf0040,6.10858,6.01647,6.20068,5.92437,6.33884,Y,Y,N,N,0.00000,0.00590,N,N,1,30
LOGZ,rf0040,9.01887,8.80807,inf,8.55512,inf,Y,Y,N,Y,0.00001,0.40185,N,N,1,37
AGNFRAC,rf0042,0.00000,-inf,0.02632,-inf,0.07895,Y,Y,Y,N,0.96513,0.00000,Y,N,1,0
LOGQ,rf0042,5.69411,5.60200,5.78621,5.55595,5.87832,Y,Y,N,N,0.00000,0.00000,N,N,1,21
LOGZ,rf0042,8.47080,8.30216,8.68159,8.17568,8.85023,Y,Y,N,N,0.00000,0.00049,N,N,1,24
AGNFRAC,rf0043,0.00000,-inf,0.39474,-inf,0.68421,Y,Y,Y,N,0.76324,0.00110,Y,N,2,0
LOGQ,rf0043,6.10858,5.64805,6.20068,5.41779,6.29279,Y,Y,N,N,0.00000,0.00150,N,N,2,30
LOGZ,rf0043,9.06103,8.89239,inf,8.72375,inf,Y,Y,N,Y,0.00000,0.57498,N,Y,1,38
AGNFRAC,rf0045,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0045,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0045,7.45897,-inf,7.50113,-inf,7.54329,Y,Y,Y,N,0.99829,0.00000,Y,N,1,0
AGNFRAC,rf0048,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0048,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0048,7.45897,-inf,7.50113,-inf,7.54329,Y,Y,Y,N,0.99928,0.00000,Y,N,1,0
AGNFRAC,rf0049,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0049,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0049,7.45897,-inf,7.54329,-inf,7.58545,Y,Y,Y,N,0.94892,0.00000,Y,N,1,0
AGNFRAC,rf0051,0.00000,-inf,0.13158,-inf,0.28947,Y,Y,Y,N,0.54819,0.00004,Y,N,1,0
LOGQ,rf0051,5.69411,5.55595,5.78621,5.46384,5.92437,Y,Y,N,N,0.00000,0.00000,N,N,1,21
LOGZ,rf0051,8.26000,8.13352,8.59728,8.00704,8.89239,Y,Y,N,N,0.00117,0.00500,N,N,1,19
AGNFRAC,rf0053,0.00000,-inf,0.02632,-inf,0.07895,Y,Y,Y,N,0.96221,0.00000,Y,N,1,0
LOGQ,rf0053,5.87832,5.78621,5.97042,5.74016,6.06253,Y,Y,N,N,0.00000,0.00000,N,N,1,25
LOGZ,rf0053,8.30216,8.13352,8.42864,8.04920,8.55512,Y,Y,N,N,0.00028,0.00002,N,N,1,20
AGNFRAC,rf0055,0.00000,0.18421,0.60526,-inf,0.86842,N,Y,Y,N,0.04156,0.00626,N,N,2,0
LOGQ,rf0055,6.15463,5.97042,6.24674,5.83226,6.33884,Y,Y,N,N,0.00000,0.00028,N,N,1,31
LOGZ,rf0055,8.97671,8.80807,9.01887,8.68159,inf,Y,Y,N,Y,0.00000,0.37817,N,N,1,36
AGNFRAC,rf0057,0.00000,-inf,0.02632,-inf,0.15789,Y,Y,Y,N,0.91864,0.00001,Y,N,1,0
LOGQ,rf0057,6.20068,6.06253,6.24674,5.97042,6.33884,Y,Y,N,N,0.00000,0.00100,N,N,1,32
LOGZ,rf0057,8.47080,8.30216,8.68159,8.13352,8.89239,Y,Y,N,N,0.00000,0.00096,N,N,1,24
AGNFRAC,rf0058,0.00000,-inf,0.13158,-inf,0.28947,Y,Y,Y,N,0.53521,0.00004,Y,N,1,0
LOGQ,rf0058,6.10858,6.01647,6.24674,5.87832,6.33884,Y,Y,N,N,0.00000,0.00085,N,N,1,30
LOGZ,rf0058,8.47080,8.21784,8.72375,8.04920,8.93455,Y,Y,N,N,0.00101,0.00947,N,N,1,24
AGNFRAC,rf0059,1.00000,0.81579,inf,0.65789,inf,Y,Y,N,Y,0.00000,0.38512,N,N,1,38
LOGQ,rf0059,6.24674,6.15463,6.29279,6.06253,6.33884,Y,Y,N,N,0.00000,0.00000,N,N,1,33
LOGZ,rf0059,8.04920,7.54329,8.21784,-inf,8.38648,Y,Y,N,N,0.13947,0.00000,N,N,2,14
AGNFRAC,rf0060,0.10526,0.02632,0.28947,-inf,0.44737,Y,Y,N,N,0.17677,0.00013,N,N,1,4
LOGQ,rf0060,6.01647,5.83226,6.10858,5.74016,6.20068,Y,Y,N,N,0.00000,0.00001,N,N,1,28
LOGZ,rf0060,8.26000,8.17568,8.85023,8.00704,inf,Y,Y,N,N,0.00072,0.05660,N,N,3,19
AGNFRAC,rf0061,0.00000,-inf,0.02632,-inf,0.05263,Y,Y,Y,N,0.98881,0.00000,Y,N,1,0
LOGQ,rf0061,6.01647,5.92437,6.15463,5.83226,6.24674,Y,Y,N,N,0.00000,0.00003,N,N,1,28
LOGZ,rf0061,8.76591,8.38648,8.89239,8.17568,8.97671,Y,Y,N,N,0.00005,0.01500,N,N,3,31
AGNFRAC,rf0062,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,0.99985,N,Y,1,38
LOGQ,rf0062,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00001,N,N,1,35
LOGZ,rf0062,7.45897,-inf,7.66977,-inf,7.79625,Y,Y,Y,N,0.50295,0.00000,Y,N,1,0
AGNFRAC,rf0064,0.00000,-inf,0.02632,-inf,0.13158,Y,Y,Y,N,0.92645,0.00000,Y,N,1,0
LOGQ,rf0064,5.78621,5.69411,5.92437,5.64805,6.01647,Y,Y,N,N,0.00000,0.00000,N,N,1,23
LOGZ,rf0064,8.26000,8.09136,8.42864,7.96488,8.59728,Y,Y,N,N,0.00197,0.00002,N,N,1,19
AGNFRAC,rf0065,0.00000,-inf,0.13158,-inf,0.26316,Y,Y,Y,N,0.59191,0.00001,Y,N,1,0
LOGQ,rf0065,6.06253,5.92437,6.15463,5.83226,6.20068,Y,Y,N,N,0.00000,0.00000,N,N,1,29
LOGZ,rf0065,8.42864,8.17568,8.59728,8.00704,8.85023,Y,Y,N,N,0.00181,0.00511,N,N,2,23
AGNFRAC,rf0068,0.00000,-inf,0.02632,-inf,0.02632,Y,Y,Y,N,0.99789,0.00000,Y,N,1,0
LOGQ,rf0068,5.78621,5.74016,5.92437,5.64805,6.01647,Y,Y,N,N,0.00000,0.00000,N,N,1,23
LOGZ,rf0068,8.93455,8.72375,8.97671,8.42864,9.01887,Y,Y,N,Y,0.00000,0.10336,N,N,1,35
AGNFRAC,rf0071,0.94737,0.60526,0.94737,0.39474,inf,Y,Y,N,Y,0.00047,0.13462,N,N,1,36
LOGQ,rf0071,6.20068,6.10858,6.33884,6.01647,inf,Y,Y,N,N,0.00000,0.08032,N,N,2,32
LOGZ,rf0071,8.21784,8.09136,8.42864,7.96488,8.63944,Y,Y,N,N,0.00095,0.00010,N,N,1,18
AGNFRAC,rf0072,1.00000,0.94737,inf,0.92105,inf,Y,Y,N,Y,0.00000,0.96035,N,Y,1,38
LOGQ,rf0072,6.24674,6.15463,6.29279,6.15463,6.29279,Y,Y,N,N,0.00000,0.00000,N,N,1,33
LOGZ,rf0072,7.45897,-inf,7.88056,-inf,8.13352,Y,Y,Y,N,0.34566,0.00000,N,N,2,0
AGNFRAC,rf0073,0.00000,-inf,0.10526,-inf,0.15789,Y,Y,Y,N,0.66217,0.00000,Y,N,1,0
LOGQ,rf0073,5.87832,5.78621,5.97042,5.74016,6.01647,Y,Y,N,N,0.00000,0.00000,N,N,1,25
LOGZ,rf0073,8.38648,8.17568,8.51296,8.04920,8.63944,Y,Y,N,N,0.00038,0.00002,N,N,2,22
AGNFRAC,rf0074,0.00000,-inf,0.02632,-inf,0.05263,Y,Y,Y,N,0.97852,0.00000,Y,N,1,0
LOGQ,rf0074,6.10858,5.97042,6.24674,5.87832,6.33884,Y,Y,N,N,0.00000,0.00081,N,N,1,30
LOGZ,rf0074,8.93455,8.47080,8.93455,8.26000,9.01887,Y,Y,N,Y,0.00000,0.04033,N,N,2,35
AGNFRAC,rf0075,0.26316,0.13158,0.50000,0.02632,0.78947,Y,Y,N,N,0.03382,0.00340,N,N,1,10
LOGQ,rf0075,6.10858,6.01647,6.20068,5.92437,6.24674,Y,Y,N,N,0.00000,0.00000,N,N,2,30
LOGZ,rf0075,8.30216,8.17568,8.59728,8.00704,8.89239,Y,Y,N,N,0.00018,0.00333,N,N,1,20
AGNFRAC,rf0076,0.00000,-inf,0.10526,-inf,0.21053,Y,Y,Y,N,0.62258,0.00000,Y,N,1,0
LOGQ,rf0076,5.97042,5.87832,6.10858,5.83226,6.20068,Y,Y,N,N,0.00000,0.00000,N,N,1,27
LOGZ,rf0076,8.42864,8.17568,8.63944,8.04920,8.89239,Y,Y,N,N,0.00072,0.00238,N,N,1,23
AGNFRAC,rf0077,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0077,6.15463,6.10858,6.20068,6.10858,6.20068,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0077,7.45897,-inf,7.54329,-inf,7.62761,Y,Y,Y,N,0.87213,0.00000,Y,N,1,0
AGNFRAC,rf0079,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0079,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0079,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0083,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0083,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0083,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0084,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0084,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0084,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0092,1.00000,0.81579,inf,0.60526,inf,Y,Y,N,Y,0.00051,0.40635,N,N,2,38
LOGQ,rf0092,6.33884,6.24674,6.43095,6.20068,inf,Y,Y,N,Y,0.00000,0.16493,N,N,1,35
LOGZ,rf0092,8.09136,7.92272,8.26000,7.54329,8.42864,Y,Y,N,N,0.01834,0.00000,N,N,2,15
AGNFRAC,rf0098,0.55263,0.44737,0.73684,0.36842,0.92105,Y,Y,N,N,0.00000,0.01151,N,N,1,21
LOGQ,rf0098,5.74016,5.64805,5.87832,5.55595,6.01647,Y,Y,N,N,0.00000,0.00000,N,N,1,22
LOGZ,rf0098,8.93455,8.42864,8.89239,8.21784,8.97671,N,Y,N,Y,0.00001,0.02449,N,N,2,35
AGNFRAC,rf0099,0.00000,0.02632,0.39474,-inf,0.68421,N,Y,Y,N,0.17024,0.00124,N,N,1,0
LOGQ,rf0099,5.92437,5.78621,6.10858,5.69411,6.24674,Y,Y,N,N,0.00000,0.00006,N,N,1,26
LOGZ,rf0099,8.26000,8.13352,8.59728,7.96488,8.89239,Y,Y,N,N,0.00247,0.00675,N,N,1,19
AGNFRAC,rf0102,0.00000,-inf,0.23684,-inf,0.63158,Y,Y,Y,N,0.44585,0.00181,N,N,1,0
LOGQ,rf0102,5.87832,5.78621,6.01647,5.64805,6.15463,Y,Y,N,N,0.00000,0.00001,N,N,1,25
LOGZ,rf0102,8.26000,8.17568,8.85023,8.00704,9.01887,Y,Y,N,N,0.00146,0.02597,N,N,3,19
AGNFRAC,rf0104,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0104,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0104,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0106,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0106,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0106,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0107,0.00000,-inf,0.02632,-inf,0.05263,Y,Y,Y,N,0.97783,0.00000,Y,N,1,0
LOGQ,rf0107,5.92437,5.83226,6.01647,5.74016,6.06253,Y,Y,N,N,0.00000,0.00000,N,N,1,26
LOGZ,rf0107,8.47080,8.21784,8.55512,8.04920,8.68159,Y,Y,N,N,0.00020,0.00006,N,N,1,24
AGNFRAC,rf0108,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0108,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0108,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,0.99997,0.00000,Y,N,1,0
AGNFRAC,rf0109,1.00000,0.97368,inf,0.94737,inf,Y,Y,N,Y,0.00000,0.99732,N,Y,1,38
LOGQ,rf0109,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00031,N,N,1,35
LOGZ,rf0109,7.45897,-inf,7.66977,-inf,7.79625,Y,Y,Y,N,0.55348,0.00000,Y,N,1,0
AGNFRAC,rf0110,0.34211,0.15789,0.73684,0.02632,0.94737,Y,Y,N,N,0.03602,0.02381,N,N,1,13
LOGQ,rf0110,6.24674,6.15463,6.29279,6.10858,6.38489,Y,Y,N,N,0.00000,0.00067,N,N,2,33
LOGZ,rf0110,8.09136,7.54329,8.21784,-inf,8.47080,Y,Y,N,N,0.12246,0.00003,N,N,2,15
AGNFRAC,rf0111,0.00000,-inf,0.10526,-inf,0.23684,Y,Y,Y,N,0.66510,0.00003,Y,N,1,0
LOGQ,rf0111,5.92437,5.83226,6.01647,5.74016,6.10858,Y,Y,N,N,0.00000,0.00000,N,N,1,26
LOGZ,rf0111,8.93455,8.47080,8.97671,8.21784,inf,Y,Y,N,Y,0.00005,0.07999,N,N,1,35
AGNFRAC,rf0113,0.26316,0.15789,0.50000,0.07895,0.73684,Y,Y,N,N,0.01173,0.00215,N,N,1,10
LOGQ,rf0113,6.15463,6.06253,6.24674,6.01647,6.33884,Y,Y,N,N,0.00000,0.00022,N,N,2,31
LOGZ,rf0113,8.80807,8.55512,8.93455,8.34432,8.97671,Y,Y,N,N,0.00000,0.02441,N,N,1,32
AGNFRAC,rf0115,0.00000,-inf,0.18421,-inf,0.71053,Y,Y,Y,N,0.74808,0.00361,Y,N,1,0
LOGQ,rf0115,6.10858,6.01647,6.24674,5.97042,6.33884,Y,Y,N,N,0.00000,0.00136,N,N,1,30
LOGZ,rf0115,8.47080,8.34432,8.63944,8.17568,8.80807,Y,Y,N,N,0.00000,0.00020,N,N,1,24
AGNFRAC,rf0117,0.00000,-inf,0.05263,-inf,0.18421,Y,Y,Y,N,0.88119,0.00000,Y,N,1,0
LOGQ,rf0117,6.15463,6.06253,6.24674,6.01647,6.29279,Y,Y,N,N,0.00000,0.00000,N,N,1,31
LOGZ,rf0117,8.21784,8.04920,8.34432,7.75409,8.47080,Y,Y,N,N,0.00548,0.00003,N,N,1,18
AGNFRAC,rf0118,0.15789,0.10526,0.26316,0.07895,0.44737,Y,Y,N,N,0.00000,0.00017,N,N,1,6
LOGQ,rf0118,5.78621,5.69411,5.97042,5.60200,6.10858,Y,Y,N,N,0.00000,0.00000,N,N,1,23
LOGZ,rf0118,9.06103,8.09136,8.97671,7.83841,inf,N,Y,N,Y,0.00419,0.12121,N,N,2,38
AGNFRAC,rf0119,1.00000,0.97368,inf,0.97368,inf,Y,Y,N,Y,0.00000,1.00000,N,Y,1,38
LOGQ,rf0119,6.33884,6.29279,6.38489,6.29279,6.38489,Y,Y,N,Y,0.00000,0.00000,N,N,1,35
LOGZ,rf0119,7.45897,-inf,7.50113,-inf,7.50113,Y,Y,Y,N,1.00000,0.00000,Y,N,1,0
AGNFRAC,rf0120,0.00000,0.10526,0.84211,-inf,0.97368,N,Y,Y,N,0.07314,0.04382,N,N,3,0
LOGQ,rf0120,5.55595,5.46384,5.74016,5.37174,5.83226,Y,Y,N,N,0.00000,0.00000,N,N,1,18
LOGZ,rf0120,8.13352,7.88056,8.34432,7.50113,8.68159,Y,Y,N,N,0.03395,0.00198,N,N,3,16
